ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
598	"ENSG00000082397.17_2"	"EPB41L3"	chr18	-	5394675	5394792	5395065	5395146	5392379	5393477	5395607	5395706	598	0,31,0,0,0,81,0,0,0,0,0,0,0	0,188,0,0,0,2,0,0,22,0,0,7,0	0,0,0,0,0,0,0,116,0,19	0,0,0,0,33,0,1,0,0,2	230	266	1	1.0	NA,0.16,NA,NA,NA,0.979,NA,NA,0.0,NA,NA,0.0,NA	NA,NA,NA,NA,0.0,NA,0.0,1.0,NA,0.917	-0.195
615	"ENSG00000049618.22_2"	"ARID1B"	chr6	+	157431605	157431695	157454161	157454341	157405795	157406039	157469757	157470085	615	0,19,0,81,0,0,0,0,1,1,0,0,0	0,0,0,0,0,0,0,0,0,0,339,0,0	18,0,0,0,0,0,272,0,265,0	0,0,0,0,0,0,3,0,0,0	239	300	1	1.0	NA,1.0,NA,1.0,NA,NA,NA,NA,1.0,1.0,0.0,NA,NA	1.0,NA,NA,NA,NA,NA,0.991,NA,1.0,NA	-0.197
616	"ENSG00000049618.22_2"	"ARID1B"	chr6	+	157454161	157454341	157469757	157470085	157431605	157431695	157488173	157488319	616	0,28,0,0,0,13,0,146,0,0,0,0,0	0,9,0,0,0,0,0,0,0,0,453,0,0	0,0,0,0,0,0,287,1,0,144	0,0,0,0,0,0,1,0,0,0	300	300	1	1.0	NA,0.757,NA,NA,NA,1.0,NA,1.0,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,0.997,1.0,NA,1.0	-0.31
618	"ENSG00000074603.18_2"	"DPP8"	chr15	-	65746600	65746753	65748562	65748709	65744297	65744440	65756098	65756244	618	0,71,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,10,0,0,0	226,0,0,0,0,0,0,47,0,0	296	300	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,1.0,1.0,0.0,NA,NA	0.5
631	"ENSG00000164414.16_2"	"SLC35A1"	chr6	+	88216099	88216166	88218137	88218314	88210875	88211028	88218758	88218893	631	0,0,0,0,0,0,0,0,0,0,0,0,0	0,4,0,0,0,0,0,0,0,0,0,0,0	0,136,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	216	300	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
643	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21308880	21308901	21324093	21324126	21307540	21307720	21329205	21329301	643	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,16,0,0,0,0	0,0,0,0,0,32,0,0,0,0	0,56,0,0,0,2,0,0,0,0	182	170	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA	NA,0.0,NA,NA,NA,0.937,NA,NA,NA,NA	-0.469
644	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21308880	21308901	21327691	21327805	21307540	21307720	21329205	21329301	644	8,0,0,0,0,0,0,270,0,0,0,0,0	0,0,0,0,1,0,0,0,16,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,56,0,0,0,2,0,0,0,0	263	170	1	1.0	1.0,NA,NA,NA,0.0,NA,NA,1.0,0.0,NA,NA,NA,NA	NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA	0.5
645	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21324093	21324126	21327691	21327805	21307540	21307720	21329205	21329301	645	8,0,0,0,0,0,0,270,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,32,0,0,0,0	263	182	1	1.0	1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
646	"ENSG00000075151.20_2"	"EIF4G3"	chr1	-	21329205	21329301	21377358	21377487	21307540	21307720	21415630	21415706	646	102,33,0,4,0,42,0,0,20,0,382,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,323,0,0,0,4,269,60,18,0	0,368,0,0,19,0,0,0,0,0	278	245	1	1.0	1.0,1.0,NA,1.0,NA,1.0,NA,NA,1.0,NA,1.0,NA,NA	NA,0.436,NA,NA,0.0,1.0,1.0,1.0,1.0,NA	0.261
649	"ENSG00000161010.14_2"	"C5orf45"	chr5	-	179271151	179271227	179274977	179275066	179268906	179269064	179280377	179280437	649	0,39,0,0,0,0,0,0,0,0,0,0,0	0,56,0,0,0,162,0,0,0,0,0,0,0	289,21,0,0,0,0,0,155,0,0	0,0,0,0,0,0,0,0,0,0	238	225	1	1.0	NA,0.397,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA	-0.801
655	"ENSG00000147050.14_2"	"KDM6A"	chrX	+	44919266	44919401	44919853	44920009	44918491	44918711	44920568	44920664	655	0,0,0,0,0,0,0,0,1,0,0,0,0	9,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,23,0,0	284	300	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,0.514,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.257
657	"ENSG00000214046.8_2"	"SMIM7"	chr19	-	16764845	16764936	16770205	16770258	16757906	16758072	16770769	16770811	657	0,0,0,0,0,0,0,0,0,0,95,0,0	0,0,0,0,0,0,0,0,0,0,640,0,0	0,0,0,0,0,25,0,0,0,0	0,0,0,0,0,60,11,30,0,0	202	240	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA	NA,NA,NA,NA,NA,0.331,0.0,0.0,NA,NA	0.04
660	"ENSG00000181315.10_2"	"ZNF322"	chr6	-	26643886	26643956	26658785	26658874	26634620	26638956	26659668	26659980	660	0,0,0,0,0,307,0,0,0,0,0,15,0	0,10,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,62,0,0,0,0	0,0,0,0,0,0,0,0,0,115	238	219	1	1.0	NA,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0	0.167
661	"ENSG00000138613.13_2"	"APH1B"	chr15	+	63579622	63579745	63594543	63594671	63578756	63578827	63597812	63598000	661	0,0,0,0,0,192,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,90	0,0,0,0,0,0,62,0,0,0	272	277	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0	0.5
672	"ENSG00000136279.19_2"	"DBNL"	chr7	+	44092465	44092540	44096355	44096502	44091428	44091541	44097380	44097458	672	0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,19,0,0,0,0	0,0,0,0,0,0,0,73,0,0	224	296	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,0.0,NA,NA	-0.5
677	"ENSG00000062485.18_2"	"CS"	chr12	-	56677575	56677641	56679699	56679807	56676643	56676775	56680378	56680429	677	0,203,0,0,0,0,0,0,0,0,0,19,0	0,0,0,0,0,0,0,0,0,0,0,273,0	0,0,0,0,0,101,0,0,0,0	0,0,0,0,0,0,0,0,0,0	257	215	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.055,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.473
688	"ENSG00000139620.12_2"	"KANSL2"	chr12	-	49054148	49054402	49056342	49056437	49048723	49048843	49061475	49061572	688	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,51,0,0,0	244	300	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,1.0,NA,0.0,NA,NA,NA	0.5
689	"ENSG00000139620.12_2"	"KANSL2"	chr12	-	49054250	49054402	49056342	49056437	49048723	49048843	49061475	49061572	689	0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,19,0,0,0	244	300	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,1.0,NA,0.0,NA,NA,NA	0.5
695	"ENSG00000147099.19_1"	"HDAC8"	chrX	-	71787738	71787880	71788603	71788734	71715005	71715118	71791906	71791959	695	0,73,0,0,0,0,115,0,18,0,0,0,0	134,0,0,0,0,0,0,0,3,0,0,0,0	0,114,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	280	291	1	1.0	0.0,1.0,NA,NA,NA,NA,1.0,NA,0.862,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-0.284
711	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104866345	104866463	104871501	104871562	104865462	104865558	104899162	104899236	711	0,0,0,0,0,0,0,0,0,0,0,113,0	4,43,0,0,0,0,0,0,0,0,2,167,0	0,0,0,0,0,0,0,0,0,0	0,207,0,0,0,17,129,0,0,0	210	267	1	1.0	0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.462,NA	NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA	0.116
712	"ENSG00000076685.18_2"	"NT5C2"	chr10	-	104871501	104871562	104899162	104899236	104866345	104866463	104934614	104934739	712	0,90,0,0,256,0,0,141,0,0,4,120,0	0,63,0,0,0,0,0,0,0,0,0,71,0	0,37,0,0,0,17,0,0,0,0	0,0,0,0,0,0,0,0,0,0	223	210	1	1.0	NA,0.574,NA,NA,1.0,NA,NA,1.0,NA,NA,1.0,0.614,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	-0.162
723	"ENSG00000160201.11_2"	"U2AF1"	chr21	-	44520562	44520629	44521475	44521542	44515803	44515853	44524424	44524512	723	0,99,0,0,0,0,0,0,0,18,0,0,0	0,0,0,0,0,0,0,0,0,0,0,87,0	0,0,0,0,0,0,0,6,0,0	74,0,0,0,0,0,0,0,0,0	216	216	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA	0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA	0.167
727	"ENSG00000091129.19_2"	"NRCAM"	chr7	-	107808721	107808847	107815766	107815802	107800805	107800937	107816874	107817051	727	0,66,2,0,0,105,0,0,48,0,0,0,0	0,0,0,130,0,0,0,0,0,0,0,0,0	0,0,0,0,0,46,0,79,0,0	0,0,0,0,0,0,0,0,0,0	185	275	1	1.0	NA,1.0,1.0,0.0,NA,1.0,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	-0.2
730	"ENSG00000135679.22_2"	"MDM2"	chr12	+	69207333	69207408	69210591	69210725	69202991	69203072	69214104	69214154	730	0,38,0,0,0,10,0,0,0,0,0,0,0	0,60,0,0,0,64,0,0,0,0,0,144,0	0,0,0,0,21,0,0,0,200,0	0,0,0,0,0,37,63,0,0,0	224	283	1	1.0	NA,0.444,NA,NA,NA,0.165,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,1.0,0.0,0.0,NA,1.0,NA	-0.297
738	"ENSG00000164073.9_1"	"MFSD8"	chr4	-	128861007	128861152	128863199	128863313	128859937	128859993	128864906	128865147	738	0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,8,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,8,0,0	0,0,0,0,0,0,0,0,0,0	263	294	1	1.0	NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	-0.5
739	"ENSG00000182919.14_1"	"C11orf54"	chr11	+	93488375	93488552	93490481	93490631	93487101	93487203	93492907	93493024	739	0,4,0,0,0,33,0,0,0,0,0,0,0	0,137,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,61,0,0,0,0	173,0,0,0,0,0,0,0,2,0	300	299	1	1.0	NA,0.028,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,NA	0.0,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	0.009
740	"ENSG00000130402.11_2"	"ACTN4"	chr19	+	39200896	39200982	39201915	39202001	39200034	39200116	39205108	39205201	740	28,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,84,0,0,0,0,0,0,0	0,0,0,0,59,0,0,97,0,0	0,0,0,0,0,1,16,0,0,0	235	235	1	1.0	1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,1.0,0.0,0.0,1.0,NA,NA	0.0
741	"ENSG00000130402.11_2"	"ACTN4"	chr19	+	39218585	39218666	39218955	39219021	39217596	39217743	39219635	39219794	741	0,0,0,0,0,0,0,0,0,0,0,11,0	11,78,2,0,0,0,2,0,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,10,0,0,0	230	215	1	1.0	0.0,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,0.158,NA,NA,NA	0.042
752	"ENSG00000188243.12_1"	"COMMD6"	chr13	-	76104249	76104402	76104446	76104541	76100571	76100775	76111799	76111811	752	0,0,0,0,0,0,0,0,0,0,0,0,0	64,0,0,0,0,46,1,0,0,0,2,0,0	0,0,0,0,0,0,0,0,0,2	124,0,0,0,0,57,40,116,0,0	244	300	1	1.0	0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA	0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,1.0	-0.2
755	"ENSG00000028203.17_1"	"VEZT"	chr12	+	95650325	95650398	95650925	95651015	95645715	95645847	95656681	95656857	755	0,41,0,0,0,0,0,0,0,0,0,0,0	0,6,0,0,255,56,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,3,0,0,85,0	222	239	1	1.0	NA,0.88,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA	0.293
756	"ENSG00000028203.17_1"	"VEZT"	chr12	+	95650325	95650398	95650929	95651015	95645715	95645847	95656681	95656857	756	0,41,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,56,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,85,0	222	235	1	1.0	NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.5
759	"ENSG00000099968.17_1"	"BCL2L13"	chr22	+	18165979	18166087	18185008	18185152	18138427	18138598	18209442	18213621	759	0,91,0,0,0,0,0,0,0,0,0,0,0	0,27,0,15,0,107,0,0,0,0,0,0,0	0,0,0,0,0,65,0,0,0,0	0,0,0,0,18,0,0,13,0,0	257	293	1	1.0	NA,0.793,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.0,1.0,NA,0.0,NA,NA	-0.069
768	"ENSG00000080845.17_1"	"DLGAP4"	chr20	+	35127644	35127724	35127990	35128079	35125107	35125469	35128601	35129014	768	88,0,0,0,0,11,0,0,0,0,0,0,0	0,19,0,0,0,257,0,0,0,0,0,0,1	60,0,0,0,0,0,28,0,0,0	0,0,0,2,0,0,287,0,0,0	229	238	1	1.0	1.0,0.0,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,0.0	1.0,NA,NA,0.0,NA,NA,0.092,NA,NA,NA	-0.103
770	"ENSG00000119684.15_2"	"MLH3"	chr14	-	75500121	75500193	75506613	75506718	75498770	75498882	75508317	75508403	770	0,0,0,0,0,0,0,0,6,0,0,0,0	0,0,0,75,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,13,0,0,0,0	254	221	1	1.0	NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.5
785	"ENSG00000224078.12_2"	"SNHG14"	chr15	+	25446798	25446842	25448698	25448743	25446282	25446413	25449316	25449447	785	0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,37,0,0	0,0,0,0,0,9,0,0,0,0	193	194	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,1.0,NA,NA	0.5
788	"ENSG00000132471.11_2"	"WBP2"	chr17	-	73843876	73844011	73844650	73844743	73843567	73843690	73845684	73845820	788	0,232,0,0,0,0,0,0,35,0,130,0,0	0,58,0,22,0,0,0,0,7,0,0,65,0	0,47,0,0,0,74,300,164,0,0	0,0,0,0,0,24,211,71,0,84	242	284	1	1.0	NA,0.824,NA,0.0,NA,NA,NA,NA,0.854,NA,1.0,0.0,NA	NA,1.0,NA,NA,NA,0.783,0.625,0.731,NA,0.0	-0.092
791	"ENSG00000054611.13_1"	"TBC1D22A"	chr22	+	47193340	47193517	47274548	47274619	47189397	47189738	47287161	47287290	791	0,0,0,1,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,468,37,0,0	74,0,0,0,0,0,166,0,0,0	0,38,0,0,0,0,0,0,0,38	300	220	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,1.0,0.0,0.0,NA,NA	1.0,0.0,NA,NA,NA,NA,1.0,NA,NA,0.0	0.0
796	"ENSG00000179889.18_2"	"PDXDC1"	chr16	+	15092196	15092262	15098043	15098190	15091609	15091683	15100250	15100440	796	0,0,0,0,0,1,0,0,3,0,254,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,10,51,0,0	215	296	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,1.0,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,NA	0.417
802	"ENSG00000174574.15_2"	"AKIRIN1"	chr1	+	39463842	39463983	39466643	39466778	39456959	39457272	39469018	39469090	802	0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,52,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,158,0,0,0	290	284	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,1.0	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.5
828	"ENSG00000114416.17_1"	"FXR1"	chr3	+	180651121	180651174	180652925	180653019	180630458	180630524	180665652	180665724	828	0,0,0,0,0,0,0,0,0,0,0,0,0	0,109,0,0,0,0,0,0,20,0,2,94,0	0,0,0,0,0,0,0,0,0,80	0,0,0,0,0,61,0,9,13,15	202	243	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA	NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.865	-0.216
835	"ENSG00000121749.15_2"	"TBC1D15"	chr12	+	72274248	72274387	72278590	72278801	72266708	72266783	72287001	72287104	835	0,1,0,0,0,0,0,1,8,543,0,2,0	0,1,0,0,0,1,0,0,0,0,0,0,0	0,163,0,0,0,31,0,0,0,0	0,0,0,0,0,0,0,0,0,0	288	300	1	1.0	NA,0.51,NA,NA,NA,0.0,NA,1.0,1.0,1.0,NA,1.0,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	-0.248
836	"ENSG00000103034.14_2"	"NDRG4"	chr16	+	58534891	58534981	58535851	58536051	58534048	58534173	58537701	58537807	836	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,23,0,0	0,0,0,0,0,0,0,0,211,0	0,0,0,0,0,0,0,0,0,0	239	300	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.5
847	"ENSG00000089157.15_2"	"RPLP0"	chr12	-	120636356	120636542	120636656	120636803	120635124	120635265	120636920	120637008	847	0,0,0,0,0,205,0,0,75,1,522,0,0	61,149,0,28,1,213,0,1,16,2,1192,25,2	0,0,0,304,0,7,99,111,0,116	308,0,0,0,0,43,32,0,138,0	296	300	1	1.0	0.0,0.0,NA,0.0,0.0,0.494,NA,0.0,0.826,0.336,0.307,0.0,0.0	0.0,NA,NA,1.0,NA,0.142,0.758,1.0,0.0,1.0	-0.379
853	"ENSG00000164062.12_2"	"APEH"	chr3	+	49713488	49713652	49713810	49713948	49713323	49713399	49714041	49714133	853	0,0,0,0,0,0,0,0,0,0,176,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,3,61,0,0,0	0,0,0,0,0,17,0,0,1,0	300	287	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.144,1.0,NA,0.0,NA	0.619
867	"ENSG00000131374.14_2"	"TBC1D5"	chr3	-	17560393	17560487	17664139	17664257	17549965	17550097	17665340	17665405	867	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,0,4,0,0,0	0,0,0,0,0,0,0,0,0,0	267	243	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
869	"ENSG00000131374.14_2"	"TBC1D5"	chr3	-	17627844	17628049	17664139	17664257	17560393	17560487	17665340	17665405	869	0,0,0,0,0,0,0,0,0,0,0,0,0	0,80,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,4,0,0,0	0,0,0,0,0,0,0,0,0,5	267	300	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.0	-0.5
871	"ENSG00000170873.18_2"	"MTSS1"	chr8	-	125569921	125570116	125570953	125571073	125568472	125568646	125575022	125575233	871	0,0,0,0,0,0,0,0,0,0,0,0,0	18,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,55,0,0,0,0	0,0,0,0,0,0,215,0,0,85	269	300	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,0.0	-0.333
887	"ENSG00000064933.16_2"	"PMS1"	chr2	+	190660494	190660677	190670377	190670480	190656515	190656667	190682742	190682906	887	0,0,0,0,0,0,0,0,0,0,116,0,0	0,0,0,0,0,0,0,0,6,0,0,0,0	336,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	300	252	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.5
890	"ENSG00000196104.10_2"	"SPOCK3"	chr4	-	167833770	167833894	167921499	167921614	167810280	167810395	167983642	167983688	890	0,56,0,0,0,0,0,0,0,0,5,8,0	0,27,0,1,1,0,0,262,3,335,0,0,0	0,0,0,0,0,0,0,0,0,73	0,0,0,0,21,1,295,30,0,138	264	273	1	1.0	NA,0.682,NA,0.0,0.0,NA,NA,0.0,0.0,0.0,1.0,1.0,NA	NA,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.354	0.264
895	"ENSG00000143612.18_1"	"C1orf43"	chr1	-	154186368	154186422	154186932	154187050	154184933	154185100	154192311	154192413	895	0,0,0,0,0,182,0,0,0,0,0,0,0	0,57,0,0,0,0,0,110,0,0,0,366,0	0,30,0,0,0,19,0,0,0,0	0,28,0,0,0,30,168,0,139,71	267	203	1	1.0	NA,0.0,NA,NA,NA,1.0,NA,0.0,NA,NA,NA,0.0,NA	NA,0.449,NA,NA,NA,0.325,0.0,NA,0.0,0.0	0.095
909	"ENSG00000108094.14_1"	"CUL2"	chr10	-	35300775	35300892	35302626	35302728	35297478	35299370	35305119	35305322	909	0,112,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,275,1,0,0,0,0	195,0,0,0,0,0,1,17,0,0	251	266	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,1.0,1.0,0.0,0.0,NA,NA	0.6
910	"ENSG00000037474.14_1"	"NSUN2"	chr5	-	6625676	6625782	6631985	6632090	6623326	6623398	6632711	6632869	910	0,0,0,0,0,0,0,2,0,0,224,0,0	0,94,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,4,0,0,0,0	254	255	1	1.0	NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA	0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.667
911	"ENSG00000143797.11_1"	"MBOAT2"	chr2	-	9002400	9002452	9002719	9002852	9000742	9000894	9004299	9004364	911	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,167,0,0,0,0,144,0,27,0	0,0,0,0,0,0,0,0,99,0	282	201	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,1.0,NA,NA,NA,NA,1.0,NA,0.163,NA	0.279
912	"ENSG00000105953.14_1"	"OGDH"	chr7	+	44687042	44687133	44687255	44687358	44684925	44685117	44695916	44695961	912	1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,175,0,0	0,0,0,0,0,0,276,0,0,0	0,0,0,0,0,0,0,0,0,0	240	252	1	1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.5
916	"ENSG00000064692.18_2"	"SNCAIP"	chr5	+	121758562	121759434	121761046	121761226	121739487	121739560	121767663	121767777	916	0,0,0,3,0,5,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0	300	300	1	1.0	NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1.0
921	"ENSG00000124788.17_2"	"ATXN1"	chr6	-	16658006	16658132	16753463	16753578	16586010	16586138	16761528	16761691	921	0,98,0,0,0,0,0,0,0,0,0,0,0	40,124,0,290,0,250,0,0,34,0,0,399,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,82,0,0,18	264	275	1	1.0	0.0,0.452,NA,0.0,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0	0.075
