ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4279	"ENSG00000171681.12_2"	"ATF7IP"	chr12	+	14587270	14587357	14587273	14587357	14576842	14578407	4279	0,118,0,0,0,75,0,0,0,0,0,0,0	0,0,0,0,49,0,0,0,0,0,0,0,0	5,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0	152	150	1	1.0	NA,1.0,NA,NA,0.0,1.0,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.333
4287	"ENSG00000179295.16_2"	"PTPN11"	chr12	+	112924266	112924433	112924278	112924433	112919877	112920009	4287	0,0,0,0,0,0,0,0,0,18,0,0,0	0,130,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,44,0,0,0	161	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,NA,NA	0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.333
4295	"ENSG00000100911.14_2"	"PSME2"	chr14	-	24614918	24615105	24614918	24614981	24615416	24615449	4295	0,0,0,0,0,104,0,0,0,0,0,57,0	0,0,0,25,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,85,2,0,0	273	150	1	1.0	NA,NA,NA,0.0,0.0,1.0,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA	0.5
4297	"ENSG00000060237.16_2"	"WNK1"	chr12	+	987377	987527	987380	987527	980430	980514	4297	0,87,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,87,0	0,0,0,0,0,0,9,0,0,0	152	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA	0.0
4299	"ENSG00000144713.12_1"	"RPL32"	chr3	-	12880847	12881083	12880847	12881029	12881640	12881741	4299	0,33,0,0,0,0,1,0,0,0,0,0,0	71,647,386,476,64,327,3,7,51,327,335,213,0	1,0,0,0,0,0,0,0,3,144	537,69,0,0,1,274,972,239,34,148	203	150	1	1.0	0.0,0.036,0.0,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,NA	0.001,0.0,NA,NA,0.0,0.0,0.0,0.0,0.061,0.418	-0.04
4304	"ENSG00000145687.16_2"	"SSBP2"	chr5	-	80762792	80762884	80762792	80762860	80769518	80769589	4304	0,0,121,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,21,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,68,0,0,0,1	173	150	1	1.0	NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0	0.5
4316	"ENSG00000239900.7"	"ADSL"	chr22	+	40757091	40757346	40757276	40757346	40756405	40756496	4316	0,0,0,0,0,0,0,0,0,0,0,0,0	0,18,0,38,0,44,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-1.0
4328	"ENSG00000100416.12_1"	"TRMU"	chr22	+	46746187	46746360	46746242	46746360	46742318	46742441	4328	2,55,0,0,0,0,0,0,0,121,4,0,0	24,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,24,0,0,0,0	0,0,0,0,0,0,0,0,0,0	204	150	1	1.0	0.058,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.236
4337	"ENSG00000035115.21_2"	"SH3YL1"	chr2	-	260084	261130	260084	260702	262630	262786	4337	0,44,0,0,0,12,0,0,28,0,0,0,0	0,15,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,4,20,47,0,0,0	0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,0.595,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA	-0.135
4342	"ENSG00000122008.15_2"	"POLK"	chr5	+	74889702	74889874	74889790	74889874	74886168	74886265	4342	24,0,0,0,0,0,0,0,0,6,0,0,0	0,0,0,0,0,62,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0	237	150	1	1.0	1.0,NA,NA,NA,NA,0.0,NA,NA,NA,1.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.333
4344	"ENSG00000187239.16_1"	"FNBP1"	chr9	-	132686122	132686275	132686122	132686218	132687238	132687436	4344	0,0,19,0,0,0,0,0,29,0,88,117,0	0,0,0,0,0,0,0,0,0,0,3,0,0	0,0,0,0,0,0,0,0,113,0	0,0,0,0,0,0,0,0,0,0	206	150	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,0.955,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.011
4345	"ENSG00000187239.16_1"	"FNBP1"	chr9	-	132686122	132686305	132686122	132686218	132687238	132687436	4345	0,0,19,0,0,68,0,0,1,0,88,117,0	0,0,0,0,0,0,0,0,0,0,3,0,0	0,0,0,0,0,0,43,0,114,0	0,0,0,0,0,0,0,0,0,0	236	150	1	1.0	NA,NA,1.0,NA,NA,1.0,NA,NA,1.0,NA,0.949,1.0,NA	NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	-0.01
4346	"ENSG00000187239.16_1"	"FNBP1"	chr9	-	132686122	132686305	132686122	132686275	132687238	132687436	4346	0,0,0,0,0,68,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,29,0,0,0,0	0,0,0,0,0,0,43,0,1,0	0,0,0,0,0,0,0,0,0,0	179	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,0.028,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	-0.486
4349	"ENSG00000169554.17_2"	"ZEB2"	chr2	-	145182362	145182434	145182362	145182431	145187335	145187593	4349	5,114,8,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,288,51,0,227	0,178,0,0,0,5,7,0,0,0	152	150	1	1.0	1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,0.165,0.976,1.0,NA,1.0	0.372
4350	"ENSG00000169554.17_2"	"ZEB2"	chr2	-	145182362	145182520	145182362	145182431	145187335	145187593	4350	0,29,0,0,0,0,0,0,0,0,0,116,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,104,0,0,0	0,178,0,0,0,5,7,0,0,0	238	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,0.0,NA,NA,NA,0.0,0.904,NA,NA,NA	0.699
4351	"ENSG00000169554.17_2"	"ZEB2"	chr2	-	145182362	145182520	145182362	145182434	145187335	145187593	4351	0,29,0,0,0,0,0,0,0,0,0,116,0	5,114,8,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,104,0,0,0	0,0,0,0,0,1,288,51,0,227	235	150	1	1.0	0.0,0.14,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.0,0.187,0.0,NA,0.0	0.238
4352	"ENSG00000204231.10_1"	"RXRB"	chr6	-	33163139	33163243	33163139	33163231	33163346	33163479	4352	0,1,0,0,0,0,0,207,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,50,53,0,0,0	161	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	1.0
4367	"ENSG00000121940.15_2"	"CLCC1"	chr1	-	109486457	109486679	109486457	109486529	109490232	109490340	4367	0,0,0,0,0,0,0,0,50,0,0,309,5	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,62,0,0,1,0	0,1,0,0,0,0,307,0,0,0	299	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,1.0	NA,0.0,NA,NA,NA,1.0,0.0,NA,1.0,NA	0.5
4375	"ENSG00000164116.16_1"	"GUCY1A3"	chr4	+	156617907	156618274	156617957	156618274	156588497	156588571	4375	5,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,55,176,0,3,0	0,0,0,0,0,0,0,0,38,0	199	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,0.056,NA	0.315
4376	"ENSG00000164116.16_1"	"GUCY1A3"	chr4	+	156617907	156618274	156618086	156618274	156588497	156588571	4376	5,48,0,0,54,85,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,55,176,0,0,0	0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	1.0,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	-0.2
4377	"ENSG00000164116.16_1"	"GUCY1A3"	chr4	+	156617957	156618274	156618086	156618274	156588497	156588571	4377	0,48,0,0,54,85,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,38,0	0,0,0,0,0,0,0,0,0,0	278	150	1	1.0	NA,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.25
4378	"ENSG00000164116.16_1"	"GUCY1A3"	chr4	+	156631693	156632403	156631833	156632403	156629387	156629446	4378	0,0,1,0,0,0,0,0,0,0,113,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,0,9,0,0,0,0	0,0,0,0,0,0,0,0,0,0	289	150	1	1.0	NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.333
4398	"ENSG00000005379.15_2"	"TSPOAP1"	chr17	-	56383702	56383774	56383702	56383747	56384160	56384329	4398	0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,9,0,0,0,0	0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,10,0,0,0,0	176	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	0.0
4404	"ENSG00000166405.14_2"	"RIC3"	chr11	-	8148205	8148438	8148205	8148351	8158924	8159018	4404	0,0,0,0,0,0,0,0,0,0,0,0,0	0,26,0,0,0,3,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,209,0	0,0,0,0,0,0,0,0,0,117	236	150	1	1.0	NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0	-0.5
4408	"ENSG00000213983.11_2"	"AP1G2"	chr14	-	24033254	24033430	24033254	24033368	24033541	24033597	4408	0,0,0,0,0,0,0,0,0,0,0,0,0	0,83,0,0,0,0,0,0,2,0,0,0,0	0,1,0,0,0,0,288,0,220,0	0,36,0,0,0,0,22,0,0,0	211	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,0.019,NA,NA,NA,NA,0.903,NA,1.0,NA	-0.641
4411	"ENSG00000172057.9_2"	"ORMDL3"	chr17	-	38080282	38080478	38080282	38080473	38083736	38083854	4411	105,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,213,0,0,0	0,0,0,0,0,0,3,0,221,0	154	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.986,NA,0.0,NA	0.507
4431	"ENSG00000153113.23_2"	"CAST"	chr5	+	96065293	96065429	96065315	96065429	96064856	96064913	4431	0,0,0,0,0,0,0,0,0,0,0,172,0	0,69,0,0,0,0,0,0,24,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,16,189,0,0,0	171	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.333
4432	"ENSG00000153113.23_2"	"CAST"	chr5	+	96100924	96101029	96100927	96101029	96097977	96098076	4432	0,84,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,87,172,0,0,0	0,0,0,0,0,26,0,0,0,0	152	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.768,1.0,NA,NA,NA	0.116
4434	"ENSG00000168958.19_2"	"MFF"	chr2	+	228195310	228195562	228195341	228195562	228193393	228193505	4434	0,0,0,0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	120,0,0,0,0,4,0,0,1,66	180	150	1	1.0	NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA,NA	0.0,NA,NA,NA,NA,0.0,NA,NA,0.0,0.0	0.5
4455	"ENSG00000166164.15_2"	"BRD7"	chr16	-	50354573	50354688	50354573	50354685	50355892	50355949	4455	93,0,0,0,0,15,0,0,0,0,114,0,0	0,97,0,0,0,0,0,0,0,0,422,0,0	0,0,0,0,0,0,0,0,0,0	0,159,0,0,0,1,254,0,0,57	152	150	1	1.0	1.0,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,0.21,NA,NA	NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,0.0	0.552
4462	"ENSG00000163374.19_2"	"YY1AP1"	chr1	-	155638417	155638568	155638417	155638508	155640110	155640255	4462	0,63,0,0,0,0,0,0,28,1,0,0,0	2,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,77,0,0,1,38,0,0,0,0	209	150	1	1.0	0.0,1.0,NA,NA,NA,0.0,NA,NA,1.0,1.0,NA,NA,NA	NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA	0.6
4463	"ENSG00000163374.19_2"	"YY1AP1"	chr1	-	155642350	155642522	155642350	155642518	155644800	155644887	4463	0,191,0,0,41,2,0,0,27,0,0,0,0	0,71,0,0,0,0,0,0,0,0,0,0,0	381,0,0,0,0,10,6,0,58,0	0,0,0,0,0,0,0,0,0,0	153	150	1	1.0	NA,0.725,NA,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.069
4472	"ENSG00000158856.17_1"	"DMTN"	chr8	+	21926526	21927029	21926929	21927029	21925037	21925193	4472	59,190,0,0,0,229,0,51,6,1,77,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	11,0,0,0,0,47,354,13,7,43	0,0,0,0,0,0,0,0,10,0	300	150	1	1.0	1.0,1.0,NA,NA,NA,1.0,NA,1.0,1.0,1.0,1.0,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,1.0,0.259,1.0	0.123
4475	"ENSG00000204406.12_2"	"MBD5"	chr2	+	149259965	149260078	149260004	149260078	149246954	149248163	4475	0,0,0,0,0,0,0,0,0,0,0,0,0	0,17,8,34,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,4,0,0	0,0,0,0,0,0,0,0,0,0	188	150	1	1.0	NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	-1.0
4479	"ENSG00000123636.17_2"	"BAZ2B"	chr2	-	160304752	160304920	160304752	160304914	160335085	160335232	4479	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,13,0,0	0,0,0,0,0,0,6,0,0,0	0,0,0,0,0,0,0,0,0,0	155	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
4489	"ENSG00000170390.15_1"	"DCLK2"	chr4	+	151141854	151141930	151141857	151141930	151124946	151125041	4489	0,177,0,0,0,0,0,0,0,0,0,0,0	0,95,3,0,0,0,0,0,32,0,528,0,0	20,0,0,0,0,0,8,2,0,0	0,0,0,0,0,0,0,0,0,0	152	150	1	1.0	NA,0.648,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	-0.838
4508	"ENSG00000181090.18_2"	"EHMT1"	chr9	+	140637822	140637980	140637843	140637980	140622800	140622981	4508	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,13,0,0,0,0	0,17,0,0,0,0,76,0,1,4	0,0,0,0,0,48,79,36,118,0	170	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,0.0,0.459,0.0,0.007,1.0	-0.411
4510	"ENSG00000167775.10_2"	"CD320"	chr19	-	8368738	8368972	8368738	8368857	8369914	8370040	4510	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,6,0,0,0,0	0,0,0,0,0,0,76,0,1,0	0,0,0,0,0,0,0,0,0,0	264	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	-1.0
4520	"ENSG00000127481.14_2"	"UBR4"	chr1	-	19481411	19481572	19481411	19481569	19481934	19482162	4520	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0	0,47,0,0,0,2,0,1,0,0	152	150	1	1.0	NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,0.497,NA,0.0,NA,NA	-0.166
4524	"ENSG00000144283.21_2"	"PKP4"	chr2	+	159481389	159481939	159481636	159481939	159477742	159477933	4524	0,126,0,1,0,158,1,0,19,0,317,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0	141,0,0,256,13,132,397,0,0,22	0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,0.969,NA,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,NA,NA	1.0,NA,NA,1.0,1.0,1.0,1.0,NA,NA,1.0	-0.005
4525	"ENSG00000144283.21_2"	"PKP4"	chr2	+	159481466	159481939	159481636	159481939	159477742	159477933	4525	0,49,0,1,0,158,1,0,19,0,198,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0	141,0,0,0,13,0,22,0,0,22	0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,0.925,NA,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,NA,NA	1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,1.0	-0.013
4526	"ENSG00000144283.21_2"	"PKP4"	chr2	+	159490581	159490801	159490584	159490801	159488264	159488453	4526	0,0,0,0,219,0,0,0,0,0,0,235,0	0,106,0,236,0,0,86,0,0,0,0,0,0	0,0,0,0,0,112,80,0,0,0	0,0,0,0,0,0,0,0,0,0	152	150	1	1.0	NA,0.0,NA,0.0,1.0,NA,0.0,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	-0.6
4534	"ENSG00000174483.19_2"	"BBS1"	chr11	+	66281876	66282149	66281976	66282149	66278675	66278710	4534	0,109,0,0,0,0,0,533,19,0,61,76,0	0,1,0,0,0,0,0,0,0,0,0,0,0	65,3,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	249	150	1	1.0	NA,0.985,NA,NA,NA,NA,NA,1.0,1.0,NA,1.0,1.0,NA	1.0,1.0,NA,1.0,NA,NA,NA,NA,NA,NA	-0.003
4536	"ENSG00000174483.19_2"	"BBS1"	chr11	+	66287087	66287219	66287091	66287219	66283331	66283404	4536	9,0,0,0,0,0,0,0,7,0,0,0,0	0,0,0,0,0,0,0,124,0,0,0,0,0	59,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	153	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.333
4545	"ENSG00000149091.15_2"	"DGKZ"	chr11	+	46389551	46389629	46389554	46389629	46389201	46389297	4545	0,229,0,0,0,0,0,0,36,0,0,0,0	0,0,0,0,0,0,0,0,0,0,188,0,0	1,0,0,0,12,13,46,0,134,0	0,0,0,0,0,0,0,0,0,0	152	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA,NA	1.0,NA,NA,NA,1.0,1.0,1.0,NA,1.0,NA	-0.333
4546	"ENSG00000149091.15_2"	"DGKZ"	chr11	+	46390913	46391100	46391043	46391100	46389554	46389629	4546	0,0,0,0,0,0,0,0,0,0,0,0,0	0,50,0,0,0,0,0,0,36,0,386,0,0	0,0,0,0,0,0,0,0,9,0	1,458,0,0,11,25,0,0,125,0	279	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	0.0,0.0,NA,NA,0.0,0.0,NA,NA,0.037,NA	-0.007
4547	"ENSG00000149091.15_2"	"DGKZ"	chr11	+	46400443	46400661	46400540	46400661	46400006	46400050	4547	0,0,0,0,0,0,0,0,0,0,0,0,0	19,162,56,0,0,4,0,0,0,0,8,3,0	0,0,0,0,0,45,0,0,116,0	454,0,0,0,0,0,170,0,122,0	246	150	1	1.0	0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA	0.0,NA,NA,NA,NA,1.0,0.0,NA,0.367,NA	-0.342
4548	"ENSG00000149091.15_2"	"DGKZ"	chr11	+	46401003	46401118	46401018	46401118	46400752	46400786	4548	0,70,0,0,0,0,0,0,0,0,0,0,0	0,141,0,20,0,17,2,0,8,0,1,1,0	0,0,0,0,0,0,0,0,97,0	0,111,0,0,0,0,155,0,237,0	164	150	1	1.0	NA,0.312,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,NA	NA,0.0,NA,NA,NA,NA,0.0,NA,0.272,NA	-0.046
4554	"ENSG00000167535.7_1"	"CACNB3"	chr12	+	49220149	49220301	49220202	49220301	49219442	49219552	4554	0,67,0,0,0,0,0,0,0,0,3,0,0	0,0,247,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,85,0,18,0,0	0,0,0,0,0,0,0,0,0,0	202	150	1	1.0	NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	-0.333
4565	"ENSG00000145901.14_2"	"TNIP1"	chr5	-	150409509	150410308	150409509	150410234	150411847	150411944	4565	0,0,0,0,0,0,0,0,5,0,0,0,0	0,0,0,0,0,0,0,0,0,0,64,0,0	0,74,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0	223	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA	-0.5
4567	"ENSG00000091972.18_2"	"CD200"	chr3	+	112066404	112066677	112066409	112066677	112063808	112064135	4567	0,194,0,0,0,0,0,484,0,0,5,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,10	0,0,0,0,0,0,8,0,0,0	154	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,1.0	NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0	0.5
4570	"ENSG00000166448.14_2"	"TMEM130"	chr7	-	98444110	98445867	98444110	98445831	98446205	98446318	4570	0,39,0,0,0,0,0,0,0,0,0,0,0	0,98,441,0,1,0,1,1,0,89,144,0,1	0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,49,42,0,428,0	185	150	1	1.0	NA,0.244,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,0.0	NA,NA,NA,NA,0.0,0.0,0.0,NA,0.0,NA	0.03
4575	"ENSG00000144642.21_2"	"RBMS3"	chr3	+	29476233	29476406	29476236	29476406	29224446	29224620	4575	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,395,0,0	0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0	152	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
4581	"ENSG00000122545.18_2"	"SEPT7"	chr7	+	35871101	35871106	35871104	35871106	35840541	35840880	4581	0,0,5,0,1,0,0,0,6,0,408,0,0	4,3,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,41,24,0,0,26	177,47,0,66,0,31,0,0,0,0	152	150	1	1.0	0.0,0.0,1.0,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA	0.0,0.0,NA,0.0,NA,0.566,1.0,NA,NA,1.0	0.239
4593	"ENSG00000125912.10_2"	"NCLN"	chr19	+	3205829	3206024	3205936	3206024	3204570	3204749	4593	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,1,0,0,0,0,0	361,0,0,0,0,0,0,0,0,0	0,0,0,0,0,80,0,10,105,0	256	150	1	1.0	NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA	-0.25
4594	"ENSG00000125912.10_2"	"NCLN"	chr19	+	3206259	3206423	3206262	3206423	3206149	3206188	4594	0,0,0,0,0,0,0,0,0,0,153,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,20,0,0	152	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1.0
4595	"ENSG00000137817.16_2"	"PARP6"	chr15	-	72543185	72543298	72543185	72543295	72543547	72543596	4595	2,105,0,0,0,0,0,0,23,0,100,0,0	0,197,0,13,0,2,0,0,0,0,415,0,0	0,0,0,0,0,73,0,0,0,0	0,0,0,0,0,0,0,3,0,0	152	150	1	1.0	1.0,0.345,NA,0.0,NA,0.0,NA,NA,1.0,NA,0.192,NA,NA	NA,NA,NA,NA,NA,1.0,NA,0.0,NA,NA	-0.077
