ID	GeneID	geneSymbol	chr	strand	IncLevel1	IncLevel2	PValue	event
1252	ENSG00000214548.14_2	MEG3	chr14	+	1.0,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	1	MXE
1254	ENSG00000075413.17_2	MARK3	chr14	+	NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,NA	1	MXE
1257	ENSG00000104731.13_2	KLHDC4	chr16	-	NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
1263	ENSG00000175061.17_1	LRRC75A-AS1	chr17	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
1265	ENSG00000120253.13_1	NUP43	chr6	-	1.0,0.0,NA,NA,NA,0.0,NA,NA,1.0,NA,NA,1.0,NA	0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA	1	MXE
1276	ENSG00000132768.13_1	DPH2	chr1	+	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.0,NA,1.0,NA,NA,NA	1	MXE
1277	ENSG00000186998.15_1	EMID1	chr22	+	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA	1	MXE
1279	ENSG00000090060.17_1	PAPOLA	chr14	+	NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,0.162,NA,1.0	1	MXE
1287	ENSG00000138468.15_2	SENP7	chr3	-	1.0,NA,NA,NA,0.765,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	1	MXE
1302	ENSG00000184047.15_2	DIABLO	chr12	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.004,NA,NA,0.0	1	MXE
1304	ENSG00000160058.18_1	BSDC1	chr1	-	NA,0.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,0.0,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	1	MXE
1305	ENSG00000160058.18_1	BSDC1	chr1	-	NA,0.0,NA,0.0,NA,1.0,NA,0.0,NA,1.0,NA,NA,NA	0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA	1	MXE
1306	ENSG00000160058.18_1	BSDC1	chr1	-	NA,0.0,NA,0.0,NA,1.0,NA,0.0,NA,1.0,NA,NA,NA	0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA	1	MXE
1307	ENSG00000124831.18_2	LRRFIP1	chr2	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.0,NA,NA,NA,NA,0.923,0.0,NA,NA,NA	1	MXE
1314	ENSG00000113522.13_1	RAD50	chr5	+	1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,0.0,0.333,NA,1.0,0.0	1	MXE
1330	ENSG00000198838.13_2	RYR3	chr15	+	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA	1	MXE
1334	ENSG00000145687.16_2	SSBP2	chr5	-	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
1335	ENSG00000145687.16_2	SSBP2	chr5	-	NA,0.228,NA,NA,NA,NA,NA,0.0,0.0,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,0.902,0.0,NA,1.0,NA	1	MXE
1347	ENSG00000121064.12_2	SCPEP1	chr17	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.538,NA,NA,NA,NA	1	MXE
1352	ENSG00000101958.13_1	GLRA2	chrX	+	NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA	1	MXE
1356	ENSG00000213614.9_2	HEXA	chr15	-	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.004,1.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	1	MXE
1360	ENSG00000087470.17_1	DNM1L	chr12	+	NA,0.324,NA,0.0,NA,NA,NA,NA,0.0,NA,0.0,0.002,NA	NA,NA,NA,NA,0.0,NA,0.2,1.0,0.0,NA	1	MXE
1361	ENSG00000087470.17_1	DNM1L	chr12	+	NA,0.236,NA,0.0,NA,0.0,NA,1.0,1.0,NA,0.0,NA,NA	NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA	1	MXE
1362	ENSG00000087470.17_1	DNM1L	chr12	+	NA,NA,0.546,0.0,NA,0.616,0.0,0.0,0.368,0.0,0.994,0.0,0.0	NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA	1	MXE
1368	ENSG00000151834.15_1	GABRA2	chr4	-	NA,0.45,NA,0.0,NA,0.509,NA,NA,0.0,0.0,0.0,0.0,NA	0.0,1.0,NA,NA,NA,0.348,1.0,NA,NA,NA	1	MXE
1370	ENSG00000120088.14_2	CRHR1	chr17	+	NA,1.0,NA,NA,1.0,1.0,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1371	ENSG00000168958.19_2	MFF	chr2	+	NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,0.0,0.0,NA,NA,NA,1.0	1	MXE
1372	ENSG00000168958.19_2	MFF	chr2	+	NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,0.0,0.0,NA,1.0	1	MXE
1373	ENSG00000168958.19_2	MFF	chr2	+	NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA,NA	NA,NA,NA,NA,1.0,1.0,0.0,0.0,NA,NA	1	MXE
1374	ENSG00000130164.12_2	LDLR	chr19	+	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,1.0,0.0,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1383	ENSG00000137814.9_1	HAUS2	chr15	+	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
1387	ENSG00000066136.20_2	NFYC	chr1	+	NA,1.0,NA,0.089,NA,1.0,NA,NA,0.237,0.0,0.0,NA,1.0	1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA	1	MXE
1398	ENSG00000237298.9_2	TTN-AS1	chr2	+	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1404	ENSG00000060069.16_1	CTDP1	chr18	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1413	ENSG00000174483.19_2	BBS1	chr11	+	0.0,0.0,1.0,NA,0.0,0.0,0.0,1.0,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0	1	MXE
1414	ENSG00000174483.19_2	BBS1	chr11	+	NA,1.0,NA,NA,NA,NA,NA,0.005,NA,NA,NA,1.0,NA	0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
1420	ENSG00000167535.7_1	CACNB3	chr12	+	1.0,0.0,NA,1.0,NA,1.0,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,0.0,0.938,NA,0.0,NA	1	MXE
1427	ENSG00000078304.19_2	PPP2R5C	chr14	+	0.0,0.568,1.0,1.0,NA,1.0,NA,NA,1.0,0.0,0.093,1.0,NA	NA,0.0,NA,NA,NA,0.964,NA,NA,0.0,NA	1	MXE
1435	ENSG00000006837.11_2	CDKL3	chr5	-	NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	1	MXE
1436	ENSG00000122884.12_1	P4HA1	chr10	-	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA	1	MXE
1438	ENSG00000065559.14_2	MAP2K4	chr17	+	0.0,0.483,0.0,NA,NA,NA,0.0,NA,0.0,NA,1.0,0.0,NA	NA,0.0,NA,NA,NA,0.125,NA,0.0,NA,NA	1	MXE
1449	ENSG00000140367.11_2	UBE2Q2	chr15	+	NA,0.099,NA,NA,NA,1.0,NA,NA,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1450	ENSG00000123737.12_2	EXOSC9	chr4	+	NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	1	MXE
1451	ENSG00000123737.12_2	EXOSC9	chr4	+	NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	1	MXE
1452	ENSG00000131018.18	SYNE1	chr6	-	0.0,0.043,NA,NA,NA,0.0,NA,0.0,0.0,NA,0.333,0.0,NA	NA,1.0,NA,NA,NA,1.0,1.0,NA,0.0,1.0	1	MXE
1458	ENSG00000147996.12	CBWD5	chr9	-	NA,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
1461	ENSG00000068878.14_1	PSME4	chr2	-	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,0.029,NA,NA	1	MXE
1462	ENSG00000162601.9_1	MYSM1	chr1	-	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
1463	ENSG00000168314.17_2	MOBP	chr3	+	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA	NA,1.0,NA,1.0,NA,1.0,1.0,NA,NA,0.56	1	MXE
1468	ENSG00000063978.15_2	RNF4	chr4	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
1477	ENSG00000108840.15_2	HDAC5	chr17	-	NA,0.442,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,0.525,0.0	1	MXE
1483	ENSG00000114757.18_2	PEX5L	chr3	-	0.0,0.0,NA,1.0,0.0,NA,NA,NA,0.044,NA,0.0,NA,NA	NA,1.0,NA,NA,NA,0.37,0.356,NA,0.0,0.0	1	MXE
1484	ENSG00000114757.18_2	PEX5L	chr3	-	NA,0.954,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,NA	NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.06	1	MXE
1485	ENSG00000109339.18_2	MAPK10	chr4	-	1.0,1.0,NA,0.934,NA,1.0,NA,NA,1.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	1	MXE
1489	ENSG00000198625.12_1	MDM4	chr1	+	NA,0.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
1494	ENSG00000071553.16_2	ATP6AP1	chrX	+	1.0,0.66,NA,NA,NA,1.0,0.0,1.0,NA,NA,0.0,NA,1.0	1.0,NA,NA,NA,NA,1.0,0.118,0.05,NA,NA	1	MXE
1501	ENSG00000225470.6_2	JPX	chrX	+	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,0.0,NA,1.0,0.0,NA,NA,NA	1	MXE
1509	ENSG00000106976.14	DNM1	chr9	+	NA,0.197,NA,0.0,0.0,NA,NA,0.0,0.0,NA,0.629,0.015,0.0	NA,0.0,NA,NA,NA,0.0,0.513,0.0,0.0,NA	1	MXE
1510	ENSG00000143776.18_2	CDC42BPA	chr1	-	0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,1.0,NA,NA,1.0,NA,NA,NA,NA,0.0	1	MXE
1511	ENSG00000143776.18_2	CDC42BPA	chr1	-	0.0,0.0,0.0,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	1.0,1.0,NA,NA,NA,NA,NA,NA,NA,0.0	1	MXE
1513	ENSG00000143776.18_2	CDC42BPA	chr1	-	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,0.0,NA	1.0,0.032,NA,NA,0.0,NA,NA,NA,NA,NA	1	MXE
1518	ENSG00000150672.16_2	DLG2	chr11	-	0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,0.0,0.825,NA,1.0,NA	1	MXE
1520	ENSG00000090316.15_1	MAEA	chr4	+	NA,0.0,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,0.0,1.0,1.0,NA	1	MXE
1523	ENSG00000100095.18_1	SEZ6L	chr22	+	NA,0.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA	1	MXE
1525	ENSG00000067191.15_1	CACNB1	chr17	-	NA,0.0,NA,NA,NA,NA,NA,1.0,0.0,NA,NA,NA,0.0	NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA	1	MXE
1527	ENSG00000082781.11_2	ITGB5	chr3	-	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1535	ENSG00000132600.16_2	PRMT7	chr16	+	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA	1	MXE
1536	ENSG00000132600.16_2	PRMT7	chr16	+	NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
1537	ENSG00000132600.16_2	PRMT7	chr16	+	NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1542	ENSG00000116171.16_2	SCP2	chr1	+	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,0.397,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
1543	ENSG00000116171.16_2	SCP2	chr1	+	NA,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
1545	ENSG00000114054.13_2	PCCB	chr3	+	1.0,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	1	MXE
1554	ENSG00000073584.18_2	SMARCE1	chr17	-	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA	1	MXE
1556	ENSG00000124795.14_2	DEK	chr6	-	0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.893,NA,0.0,NA,1.0	1	MXE
1557	ENSG00000113648.16_1	H2AFY	chr5	-	1.0,1.0,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,1.0,NA,NA,0.0,NA	1	MXE
1560	ENSG00000196998.17_2	WDR45	chrX	-	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
1561	ENSG00000196998.17_2	WDR45	chrX	-	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
1562	ENSG00000196998.17_2	WDR45	chrX	-	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
1567	ENSG00000155974.11_2	GRIP1	chr12	-	NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	1	MXE
1579	ENSG00000185379.20_2	RAD51D	chr17	-	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
1582	ENSG00000163531.15_2	NFASC	chr1	+	NA,0.531,0.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1	MXE
1593	ENSG00000178104.19_2	PDE4DIP	chr1	-	1.0,0.847,1.0,0.0,NA,0.0,1.0,1.0,1.0,NA,1.0,1.0,NA	1.0,NA,NA,NA,NA,0.333,0.0,1.0,NA,1.0	1	MXE
1595	ENSG00000107518.16_2	ATRNL1	chr10	+	0.0,0.721,NA,NA,NA,1.0,NA,NA,0.525,0.002,NA,0.0,1.0	1.0,NA,NA,NA,NA,0.414,0.55,0.653,0.0,1.0	1	MXE
1596	ENSG00000107518.16_2	ATRNL1	chr10	+	0.657,0.927,NA,0.73,1.0,0.0,NA,NA,0.107,0.0,0.0,0.0,NA	1.0,1.0,NA,NA,1.0,0.827,0.471,1.0,0.033,0.021	1	MXE
1597	ENSG00000134490.13_2	TMEM241	chr18	-	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,0.0,1.0,NA	1	MXE
1599	ENSG00000148337.20_2	CIZ1	chr9	-	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	1	MXE
1601	ENSG00000038427.15_2	VCAN	chr5	+	1.0,1.0,NA,NA,1.0,NA,NA,0.031,1.0,1.0,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	1	MXE
1604	ENSG00000204815.9_2	TTC25	chr17	+	0.0,0.635,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	1	MXE
1614	ENSG00000092529.23_2	CAPN3	chr15	+	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
1620	ENSG00000148737.16_2	TCF7L2	chr10	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1	MXE
1621	ENSG00000148737.16_2	TCF7L2	chr10	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1	MXE
1625	ENSG00000138069.16_1	RAB1A	chr2	-	1.0,0.0,NA,NA,NA,NA,NA,0.0,0.828,0.0,NA,NA,NA	0.0,NA,NA,NA,NA,0.187,1.0,NA,NA,NA	1	MXE
1626	ENSG00000138069.16_1	RAB1A	chr2	-	1.0,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.75,0.713,NA,NA,NA	1	MXE
1628	ENSG00000174501.10	ANKRD36C	chr2	-	NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,1.0,NA,NA,0.0,NA,1.0,NA	1	MXE
1629	ENSG00000174501.10	ANKRD36C	chr2	-	NA,0.825,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA	0.0,1.0,NA,NA,NA,0.963,NA,1.0,0.692,NA	1	MXE
1630	ENSG00000174501.10	ANKRD36C	chr2	-	NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,1.0,NA	0.0,NA,NA,NA,NA,NA,0.955,NA,0.0,NA	1	MXE
1631	ENSG00000174501.10	ANKRD36C	chr2	-	1.0,1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA	NA,0.0,NA,NA,NA,0.5,0.0,NA,1.0,1.0	1	MXE
1635	ENSG00000173039.18_2	RELA	chr11	-	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,0.0,NA	1	MXE
1637	ENSG00000173039.18_2	RELA	chr11	-	NA,1.0,0.0,0.0,NA,0.0,NA,NA,NA,1.0,0.337,NA,NA	NA,NA,NA,0.0,NA,NA,0.0,NA,0.0,NA	1	MXE
1638	ENSG00000159023.19_2	EPB41	chr1	+	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1	MXE
1640	ENSG00000144674.16_2	GOLGA4	chr3	+	NA,0.967,NA,NA,NA,NA,NA,0.0,0.0,1.0,NA,NA,NA	0.0,1.0,NA,NA,NA,NA,NA,0.0,NA,0.0	1	MXE
1646	ENSG00000011243.17_2	AKAP8L	chr19	-	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
1652	ENSG00000165802.20_2	NSMF	chr9	-	0.0,1.0,0.0,1.0,NA,0.0,NA,0.962,1.0,NA,0.194,NA,NA	1.0,NA,NA,1.0,NA,1.0,0.692,1.0,0.0,NA	1	MXE
1657	ENSG00000171469.10_2	ZNF561	chr19	-	NA,0.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1659	ENSG00000142192.20_2	APP	chr21	-	1.0,1.0,1.0,NA,1.0,0.66,NA,1.0,0.563,NA,1.0,1.0,1.0	1.0,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,1.0	1	MXE
1661	ENSG00000100722.18_1	ZC3H14	chr14	+	NA,1.0,NA,NA,1.0,0.432,NA,NA,1.0,NA,1.0,1.0,1.0	NA,0.0,NA,NA,NA,NA,NA,1.0,0.953,NA	1	MXE
1662	ENSG00000100722.18_1	ZC3H14	chr14	+	NA,1.0,NA,NA,1.0,1.0,NA,NA,1.0,NA,1.0,1.0,1.0	NA,0.0,NA,NA,NA,NA,NA,1.0,1.0,NA	1	MXE
1673	ENSG00000135164.18_2	DMTF1	chr7	+	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,0.0,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	1	MXE
1675	ENSG00000126432.13_1	PRDX5	chr11	+	NA,NA,0.0,0.0,0.0,0.0,NA,NA,NA,1.0,0.0,NA,NA	0.0,0.027,NA,NA,NA,1.0,0.031,0.0,NA,NA	1	MXE
1679	ENSG00000162687.16_1	KCNT2	chr1	-	NA,0.671,NA,NA,NA,0.074,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA	1	MXE
1681	ENSG00000162687.16_1	KCNT2	chr1	-	NA,0.397,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.843,NA,NA,NA,NA	1	MXE
1682	ENSG00000273025.1_2	RP11-106M3.5	chr15	-	0.0,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0	1	MXE
1697	ENSG00000137802.13_2	MAPKBP1	chr15	+	NA,1.0,NA,NA,NA,1.0,0.0,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	1	MXE
1698	ENSG00000051825.14_2	MPHOSPH9	chr12	-	0.0,NA,0.0,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA	1	MXE
1701	ENSG00000104763.18_2	ASAH1	chr8	-	1.0,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,0.401,NA,NA	NA,1.0,NA,NA,NA,1.0,0.0,NA,1.0,NA	1	MXE
1702	ENSG00000104763.18_2	ASAH1	chr8	-	1.0,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,0.407,NA,NA	NA,1.0,NA,NA,NA,1.0,0.0,NA,1.0,NA	1	MXE
1706	ENSG00000132549.18_2	VPS13B	chr8	+	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1	MXE
1716	ENSG00000120251.18_2	GRIA2	chr4	+	NA,0.27,NA,0.0,NA,NA,1.0,NA,1.0,1.0,0.775,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,1.0,NA,NA	1	MXE
1717	ENSG00000078328.19_2	RBFOX1	chr16	+	0.0,0.602,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA	1	MXE
1720	ENSG00000154556.17_2	SORBS2	chr4	-	NA,1.0,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1	MXE
1732	ENSG00000115204.14_1	MPV17	chr2	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1733	ENSG00000115204.14_1	MPV17	chr2	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1734	ENSG00000115204.14_1	MPV17	chr2	-	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1	MXE
1748	ENSG00000072274.12_1	TFRC	chr3	-	NA,0.861,NA,NA,0.0,0.0,NA,NA,NA,1.0,NA,NA,NA	NA,1.0,NA,NA,NA,NA,0.0,NA,1.0,NA	1	MXE
1750	ENSG00000159210.9_2	SNF8	chr17	-	1.0,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.503,0.0,NA,NA,NA	1	MXE
1754	ENSG00000118705.16_2	RPN2	chr20	+	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987,0.0,NA	NA,0.003,NA,NA,NA,1.0,NA,1.0,NA,1.0	1	MXE
1756	ENSG00000116793.15_2	PHTF1	chr1	-	0.0,1.0,0.0,0.0,1.0,0.0,NA,NA,0.0,0.0,0.0,0.0,NA	NA,NA,NA,NA,0.0,1.0,NA,NA,0.0,NA	1	MXE
1759	ENSG00000182985.16_2	CADM1	chr11	-	NA,0.477,NA,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	1	MXE
