ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
947	"ENSG00000100129.17_2"	"EIF3L"	chr22	+	38247286	38247568	38247286	38247497	38251571	38251651	947	0,0,0,0,0,0,1,0,0,0,0,0,1	39,102,0,0,0,0,0,0,1,0,7,0,0	0,0,0,0,0,16,0,0,0,0	0,0,0,0,0,29,247,0,0,183	221	150	1	1.0	0.0,0.0,NA,NA,NA,NA,1.0,NA,0.0,NA,0.0,NA,1.0	NA,NA,NA,NA,NA,0.272,0.0,NA,NA,0.0	0.243
979	"ENSG00000163138.18_2"	"PACRGL"	chr4	+	20702081	20702410	20702081	20702370	20706088	20706156	979	0,46,0,0,0,0,0,1,0,0,0,1,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0	190	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
981	"ENSG00000129484.13_1"	"PARP2"	chr14	+	20813090	20813285	20813090	20813246	20813552	20813623	981	0,1,0,0,0,0,0,0,0,0,0,0,0	0,3,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,11,0	189	150	1	1.0	NA,0.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.209
982	"ENSG00000156508.17_2"	"EEF1A1"	chr6	-	74227748	74227987	74227752	74227987	74225474	74227657	982	0,0,0,0,0,0,0,0,0,0,0,0,0	115,1269,734,629,655,479,1,1404,240,83,3132,1742,0	0,0,0,0,0,59,0,0,0,0	1214,631,0,514,102,369,1455,343,600,0	154	150	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA	0.0,0.0,NA,0.0,0.0,0.135,0.0,0.0,0.0,NA	-0.017
997	"ENSG00000101871.14_2"	"MID1"	chrX	-	10534927	10535643	10535041	10535643	10491131	10491227	997	0,0,0,0,0,0,0,0,34,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,10,0,2,0	264	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA	1.0
1006	"ENSG00000183426.16_2"	"NPIPA1"	chr16	+	15042786	15043793	15042786	15042894	15043906	15043967	1006	0,93,182,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	132,0,0,0,0,0,0,0,0,86	0,0,0,0,0,0,1,0,3,0	1049	150	1	1.0	NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,0.0,NA,0.0,1.0	0.5
1012	"ENSG00000116852.14_1"	"KIF21B"	chr1	-	200973668	200974061	200973893	200974061	200973467	200973583	1012	0,0,0,0,0,1,0,0,0,0,0,0,0	0,53,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,96,0	375	150	1	1.0	NA,0.0,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.333
1028	"ENSG00000134030.13_2"	"CTIF"	chr18	+	46284289	46284782	46284289	46284776	46287760	46288060	1028	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,33,0,0,0,0	0,0,0,0,0,28,0,0,0,0	47,0,0,0,0,0,51,0,190,0	156	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.0,NA,NA,NA,NA,1.0,0.0,NA,0.0,NA	-0.25
1029	"ENSG00000017260.19_2"	"ATP2C1"	chr3	+	130720063	130720188	130720063	130720158	130734995	130735528	1029	14,26,0,0,0,0,0,0,41,0,0,0,0	70,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,136,0,0,0	0,0,0,0,0,0,0,0,0,0	180	150	1	1.0	0.143,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.286
1036	"ENSG00000118181.10_1"	"RPS25"	chr11	-	118888634	118888763	118888667	118888763	118888071	118888255	1036	0,0,0,0,0,0,0,0,0,0,0,0,0	6,167,0,0,37,1,0,0,9,0,299,1,0	87,0,0,0,0,0,0,0,0,0	0,355,0,0,0,168,282,76,0,173	183	150	1	1.0	0.0,0.0,NA,NA,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA	1.0,0.0,NA,NA,NA,0.0,0.0,0.0,NA,0.0	-0.167
1041	"ENSG00000169398.19_2"	"PTK2"	chr8	-	141685528	141685598	141685558	141685598	141684396	141684503	1041	1,0,0,0,0,0,0,0,0,0,0,0,0	35,4,3,0,0,8,1,0,0,0,150,6,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,54,2,8,21,0	180	150	1	1.0	0.023,0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,NA	NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,NA	0.003
1049	"ENSG00000164398.12_2"	"ACSL6"	chr5	-	131329723	131329944	131329828	131329944	131326545	131326660	1049	56,23,0,0,82,497,2,1,0,344,293,4,0	0,1,0,0,0,0,0,0,1,0,309,0,0	0,45,0,106,4,145,264,128,0,0	0,0,0,0,0,2,0,0,0,0	255	150	1	1.0	1.0,0.931,NA,NA,1.0,1.0,1.0,1.0,0.0,1.0,0.358,1.0,NA	NA,1.0,NA,1.0,1.0,0.977,1.0,1.0,NA,NA	-0.167
1050	"ENSG00000008394.12_2"	"MGST1"	chr12	+	16507164	16507312	16507164	16507204	16510538	16510633	1050	0,98,0,0,0,234,0,0,14,0,207,0,0	0,0,0,0,0,0,0,0,0,0,0,95,0	35,0,0,0,0,0,2,1,15,0	0,0,0,0,0,0,0,0,0,0	258	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA,1.0,0.0,NA	1.0,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA	-0.2
1051	"ENSG00000170632.13_2"	"ARMC10"	chr7	+	102724128	102724509	102724128	102724277	102727076	102727211	1051	0,0,0,0,0,100,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,24,0,0,0,0	0,0,0,0,0,0,293,0,0,0	0,0,0,0,0,0,0,2,0,0	382	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,0.0,NA,NA	0.0
1069	"ENSG00000066933.15_2"	"MYO9A"	chr15	-	72244042	72244237	72244117	72244237	72231192	72231268	1069	0,9,0,0,0,0,0,0,0,0,0,0,0	0,4,412,0,0,0,0,0,20,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,4,0,0,0,0	225	150	1	1.0	NA,0.6,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.2
1079	"ENSG00000132436.11_2"	"FIGNL1"	chr7	-	50516815	50517421	50517253	50517421	50515878	50515987	1079	113,0,0,0,0,0,0,147,1,0,0,0,0	3,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,50	0,0,0,0,0,0,0,0,0,0	588	150	1	1.0	0.906,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	-0.031
1082	"ENSG00000132436.11_2"	"FIGNL1"	chr7	-	50517197	50517421	50517253	50517421	50515878	50515987	1082	0,0,0,0,0,0,0,0,0,0,0,0,0	3,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,50	0,0,0,0,0,0,0,0,0,0	206	150	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	-1.0
1087	"ENSG00000139112.10_2"	"GABARAPL1"	chr12	+	10366027	10366786	10366027	10366313	10370661	10370740	1087	0,68,0,0,0,0,0,0,0,0,368,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,43,0,1,0	0,0,0,0,0,0,128,0,0,0	623	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,0.075,NA,1.0,NA	0.463
1089	"ENSG00000143207.19_2"	"RFWD2"	chr1	-	176132950	176133027	176132962	176133027	176132004	176132124	1089	0,2,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,1,24,0,0,0,586	0,595,0,0,0,0,24,0,0,0	0,0,0,0,0,21,61,0,0,0	162	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,1.0,0.0	NA,1.0,NA,NA,NA,0.0,0.267,NA,NA,NA	-0.022
1091	"ENSG00000168661.14_1"	"ZNF30"	chr19	+	35417806	35418186	35417806	35418120	35420787	35420860	1091	0,0,0,0,0,0,0,0,0,0,18,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	216	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1.0
1103	"ENSG00000173064.11_2"	"HECTD4"	chr12	-	112701887	112702016	112701893	112702016	112699108	112699233	1103	34,149,0,0,0,0,0,0,0,0,2,217,0	0,13,0,320,0,0,0,40,0,0,0,0,0	0,0,0,0,0,5,161,0,0,0	0,0,0,0,0,0,86,0,0,0	156	150	1	1.0	1.0,0.917,NA,0.0,NA,NA,NA,0.0,NA,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,0.643,NA,NA,NA	-0.169
1114	"ENSG00000166169.16_2"	"POLL"	chr10	-	103347578	103347989	103347960	103347989	103347002	103347163	1114	0,163,0,0,0,0,0,0,0,1,1,0,0	0,112,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,5,2,0	0,0,0,0,0,0,0,0,46,0	532	150	1	1.0	NA,0.291,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,0.012,NA	0.258
1121	"ENSG00000132294.14_2"	"EFR3A"	chr8	+	132952745	132952891	132952745	132952822	132956991	132957119	1121	0,78,0,0,0,25,0,0,7,0,1,0,0	0,139,27,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,37,0,0,0,0	0,0,0,0,0,2,0,0,2,0	219	150	1	1.0	NA,0.278,0.0,NA,NA,1.0,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,0.927,NA,NA,0.0,NA	0.192
1128	"ENSG00000090097.20_2"	"PCBP4"	chr3	-	51995764	51996104	51995956	51996104	51995175	51995320	1128	66,1,0,0,0,0,0,151,19,2,0,0,0	0,26,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,4,0,220,0	0,0,0,0,0,0,0,0,0,0	342	150	1	1.0	1.0,0.017,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.197
1185	"ENSG00000139613.11_2"	"SMARCC2"	chr12	-	56558086	56558515	56558431	56558515	56557128	56557549	1185	0,76,136,0,0,0,0,0,0,15,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	43,1,0,1,0,2,0,0,0,37	0,0,0,0,0,0,149,0,0,6	495	150	1	1.0	NA,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1.0,1.0,NA,1.0,NA,1.0,0.0,NA,NA,0.651	0.225
1188	"ENSG00000110274.14_1"	"CEP164"	chr11	+	117279605	117279744	117279605	117279720	117280333	117280681	1188	105,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,67,0	0,0,0,0,0,28,0,0,0,0	174	150	1	1.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	0.5
1200	"ENSG00000182093.14_1"	"WRB"	chr21	+	40762623	40763402	40762623	40762789	40763694	40763762	1200	14,0,0,0,0,0,0,0,12,0,0,0,1	40,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,208,0,24,0,0,0	0,0,0,0,0,27,116,0,0,0	763	150	1	1.0	0.064,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0	NA,NA,NA,NA,1.0,0.0,0.039,NA,NA,NA	0.17
1201	"ENSG00000133226.16_2"	"SRRM1"	chr1	+	24981345	24981620	24981345	24981614	24987209	24987290	1201	0,11,0,0,0,6,0,240,25,0,0,11,0	0,0,0,0,0,0,0,0,0,0,103,0,0	0,0,0,0,0,104,330,0,0,40	0,0,0,0,0,0,0,0,0,0	156	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,0.0,1.0,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,NA,1.0	-0.167
1232	"ENSG00000183597.15_1"	"TANGO2"	chr22	+	20024282	20024617	20024282	20024377	20030877	20030966	1232	0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0	109,0,0,0,0,0,9,0,0,0	0,0,0,0,0,0,0,2,0,0	390	150	1	1.0	NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,1.0,0.0,NA,NA	-0.167
1236	"ENSG00000111678.10_1"	"C12orf57"	chr12	+	7053638	7053815	7053638	7053728	7054933	7055165	1236	0,153,11,0,0,0,0,0,0,0,324,0,0	1,52,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,7,121,0,0,1	0,0,0,0,0,0,0,0,0,0	237	150	1	1.0	0.0,0.651,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,1.0,NA,1.0,1.0,NA,NA,1.0	-0.337
1240	"ENSG00000154134.14_1"	"ROBO3"	chr11	+	124747414	124747648	124747414	124747554	124747832	124748027	1240	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,42,0,0,0,0	9,95,0,0,0,26,0,0,0,0	0,0,0,0,0,0,0,0,0,0	244	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	-1.0
1265	"ENSG00000130414.11_1"	"NDUFA10"	chr2	-	240960503	240960829	240960613	240960829	240957969	240958056	1265	0,56,0,0,0,0,0,0,0,0,0,0,0	0,350,0,312,0,285,0,0,7,215,1443,1,0	0,0,0,0,0,0,0,0,0,0	63,12,0,0,0,161,804,6,130,0	260	150	1	1.0	NA,0.085,NA,0.0,NA,0.0,NA,NA,0.0,0.0,0.0,0.0,NA	0.0,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA	0.012
1274	"ENSG00000158805.11_1"	"ZNF276"	chr16	+	89793686	89793765	89793686	89793733	89795642	89795726	1274	0,0,0,0,0,0,0,0,53,0,199,11,0	0,82,0,0,0,0,0,0,0,0,0,1,0	0,1,0,0,0,0,0,0,0,0	0,0,0,0,5,0,0,2,0,0	182	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,0.901,NA	NA,1.0,NA,NA,0.0,NA,NA,0.0,NA,NA	0.392
1326	"ENSG00000138688.15_2"	"KIAA1109"	chr4	+	123255498	123255700	123255498	123255595	123257346	123257508	1326	0,47,0,259,0,86,0,0,8,0,266,0,0	0,0,0,0,0,62,0,0,0,0,0,0,0	1,0,0,0,0,1,0,46,0,41	0,0,0,0,0,0,0,0,0,0	255	150	1	1.0	NA,1.0,NA,1.0,NA,0.449,NA,NA,1.0,NA,1.0,NA,NA	1.0,NA,NA,NA,NA,1.0,NA,1.0,NA,1.0	-0.11
1330	"ENSG00000117411.16_1"	"B4GALT2"	chr1	+	44447360	44447596	44447360	44447595	44450536	44450727	1330	0,0,0,0,0,42,0,0,0,0,3,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,50,0,0,1,14	0,0,0,1,0,0,0,0,0,0	151	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,0.0,NA,1.0,NA,NA,1.0,1.0	0.25
1331	"ENSG00000117411.16_1"	"B4GALT2"	chr1	+	44450949	44451072	44450949	44451071	44451188	44451878	1331	0,0,0,0,0,0,0,0,14,0,2,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0	0,0,0,0,0,0,102,0,0,0	151	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA	0.99
1335	"ENSG00000187609.15_1"	"EXD3"	chr9	-	140249018	140249225	140249151	140249225	140248790	140248829	1335	0,0,0,0,0,0,0,0,0,0,8,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,7,0	0,0,0,0,0,0,0,0,17,0	283	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.179,NA	0.321
1341	"ENSG00000184156.15_1"	"KCNQ3"	chr8	-	133146536	133146635	133146572	133146635	133144426	133144511	1341	1,78,0,363,0,0,0,0,0,0,0,0,0	0,0,6,0,0,0,0,0,0,0,0,0,0	92,0,0,0,0,28,13,0,0,0	0,0,0,0,0,0,0,0,0,0	186	150	1	1.0	1.0,1.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	-0.25
1361	"ENSG00000136718.9_2"	"IMP4"	chr2	+	131100466	131100535	131100466	131100508	131100658	131100767	1361	0,0,0,79,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,2,0,16,0	177	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA	1.0
1369	"ENSG00000163702.18_2"	"IL17RC"	chr3	+	9958781	9959317	9958781	9959104	9959396	9959418	1369	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,283,19,0,0,0,0	0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,0,0,0,0	363	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
1375	"ENSG00000062485.18_2"	"CS"	chr12	-	56680280	56680404	56680378	56680404	56679699	56679807	1375	0,0,0,0,0,2,0,0,1,0,0,0,0	0,203,0,0,0,0,0,0,0,0,0,19,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,101,2,0,0,0	248	150	1	1.0	NA,0.0,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,0.0,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.5
1381	"ENSG00000116001.15_2"	"TIA1"	chr2	-	70443884	70444126	70444017	70444126	70443535	70443631	1381	0,2,0,190,114,194,0,0,0,0,1,194,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,13,0,0,15	0,0,0,0,0,1,0,0,0,0	283	150	1	1.0	NA,1.0,NA,1.0,1.0,1.0,NA,NA,NA,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,1.0	0.333
1387	"ENSG00000076864.19_2"	"RAP1GAP"	chr1	-	21930150	21930405	21930327	21930405	21929296	21929406	1387	0,16,286,0,0,0,2,0,0,0,293,0,0	0,110,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,6,0,0	327	150	1	1.0	NA,0.063,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.766
1389	"ENSG00000038382.17_1"	"TRIO"	chr5	+	14487572	14488369	14487572	14487839	14492675	14492923	1389	0,6,0,0,0,6,0,0,0,0,0,228,0	0,0,0,0,0,8,0,0,0,0,0,0,0	0,0,0,0,0,0,53,1,0,0	0,0,0,0,0,0,0,0,16,0	680	150	1	1.0	NA,1.0,NA,NA,NA,0.142,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,1.0,1.0,0.0,NA	0.047
1397	"ENSG00000099250.17_2"	"NRP1"	chr10	-	33491818	33491923	33491839	33491923	33486577	33486637	1397	0,0,0,0,0,0,0,0,0,0,33,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,42,54,0,0,0,0	0,0,0,0,0,0,0,0,0,19	171	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,1.0,1.0,NA,NA,NA,0.0	0.333
1399	"ENSG00000146414.15_2"	"SHPRH"	chr6	-	146254185	146254314	146254192	146254314	146248324	146248413	1399	0,0,0,0,0,0,0,0,0,0,0,0,0	0,106,0,0,0,0,0,18,0,0,0,0,0	7,0,0,0,0,0,0,0,0,0	0,0,0,0,0,191,8,0,0,0	157	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	-0.333
1402	"ENSG00000136271.10_2"	"DDX56"	chr7	-	44609582	44609727	44609613	44609727	44609407	44609502	1402	0,0,0,0,0,0,0,0,0,0,0,0,0	22,0,0,0,0,0,0,0,0,0,483,0,11	0,0,0,0,0,15,0,0,0,0	0,0,0,0,0,132,0,0,0,0	181	150	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0	NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA	-0.086
1406	"ENSG00000080815.18_2"	"PSEN1"	chr14	+	73614674	73614814	73614674	73614802	73637504	73637755	1406	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,75,0,13,0,0,0,0	0,0,0,0,0,0,24,0,0,73	0,37,0,0,0,0,0,0,0,0	162	150	1	1.0	NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,1.0,NA,NA,1.0	-0.667
1420	"ENSG00000134644.15_1"	"PUM1"	chr1	-	31422973	31423108	31422979	31423108	31418192	31418330	1420	0,0,0,0,0,0,0,0,20,0,0,0,0	0,0,0,23,0,0,0,0,0,0,224,0,0	204,21,0,0,0,0,0,0,56,0	0,0,0,0,0,0,0,0,0,0	156	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,NA,1.0,NA,0.0,NA,NA	1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA	-0.667
1423	"ENSG00000100532.11_1"	"CGRRF1"	chr14	+	54996766	54997481	54996766	54996944	54997620	54997768	1423	0,0,0,0,0,0,0,0,4,0,1,0,0	0,2,0,0,0,2,0,0,0,0,0,0,0	0,141,0,0,0,0,0,0,0,0	0,0,0,0,0,40,101,0,0,0	687	150	1	1.0	NA,0.0,NA,NA,NA,0.0,NA,NA,1.0,NA,1.0,NA,NA	NA,1.0,NA,NA,NA,0.0,0.0,NA,NA,NA	0.167
1432	"ENSG00000135426.15_2"	"TESPA1"	chr12	-	55357525	55357734	55357568	55357734	55356926	55357026	1432	0,123,291,0,0,225,0,1,0,0,0,0,0	0,0,0,0,0,29,0,0,0,0,0,0,0	1,0,0,0,0,0,93,0,1,0	0,0,0,0,0,0,0,0,0,0	193	150	1	1.0	NA,1.0,1.0,NA,NA,0.858,NA,1.0,NA,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	-0.035
1434	"ENSG00000134318.13_2"	"ROCK2"	chr2	-	11358440	11358592	11358580	11358592	11357215	11357295	1434	0,71,0,0,0,184,0,0,0,0,0,0,0	0,205,0,0,0,0,0,0,53,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0	290	150	1	1.0	NA,0.152,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,NA,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA	0.384
1441	"ENSG00000132275.10_1"	"RRP8"	chr11	-	6622155	6622832	6622378	6622832	6621898	6622005	1441	0,108,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,23,0,0,0,0	0,0,0,0,0,0,0,0,0,89	0,0,0,0,0,0,0,0,0,0	373	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	-0.5
1442	"ENSG00000244687.11_2"	"UBE2V1"	chr20	-	48713019	48713357	48713208	48713357	48700665	48700791	1442	66,0,0,0,0,0,0,43,17,0,0,0,0	0,20,0,0,0,0,0,0,0,0,107,0,0	0,0,0,0,0,36,0,45,0,1	737,0,0,0,0,6,141,0,0,11	339	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,NA,NA	0.0,NA,NA,NA,NA,0.726,0.0,1.0,NA,0.039	0.247
1445	"ENSG00000108963.17_2"	"DPH1"	chr17	+	1939822	1939980	1939822	1939947	1940128	1940250	1445	0,117,0,0,101,0,0,0,0,0,0,0,0	0,5,0,0,0,0,0,0,0,0,0,0,0	0,33,0,0,0,52,0,1,0,0	0,0,0,0,0,0,0,0,0,0	183	150	1	1.0	NA,0.95,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA	-0.025
1446	"ENSG00000118418.14_1"	"HMGN3"	chr6	-	79911992	79912106	79912033	79912106	79910961	79911443	1446	0,40,0,0,0,0,0,0,0,500,0,0,0	5,0,0,0,0,140,0,0,0,0,0,0,0	0,17,0,0,0,0,0,0,0,0	0,0,0,0,0,26,0,0,0,25	191	150	1	1.0	0.0,1.0,NA,NA,NA,0.0,NA,NA,NA,1.0,NA,NA,NA	NA,1.0,NA,NA,NA,0.0,NA,NA,NA,0.0	0.167
1457	"ENSG00000137501.17_2"	"SYTL2"	chr11	-	85435074	85439010	85438938	85439010	85431900	85432002	1457	1,481,2,1,0,781,0,138,15,2,315,792,651	0,0,0,0,0,0,0,0,0,0,0,0,0	14,98,0,0,0,167,259,157,395,0	0,0,0,0,0,0,0,0,595,0	4014	150	1	1.0	1.0,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,NA,NA,1.0,1.0,1.0,0.024,NA	0.163
