ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
19995	"ENSG00000123562.16_2"	"MORF4L2"	chrX	-	102933426	102933548	102931753	102931979	102940098	102940188	19995	0,1,0,0,0,0,0,0,6,0,0,0,0	0,57,0,0,0,42,0,1,0,7,0,0,0	6,40,0,0,0,9,302,0,0,0	0,0,0,0,0,56,1,49,0,0	272	150	1	1.0	NA,0.01,NA,NA,NA,0.0,NA,0.0,1.0,0.0,NA,NA,NA	1.0,1.0,NA,NA,NA,0.081,0.994,0.0,NA,NA	-0.413
19996	"ENSG00000123562.16_2"	"MORF4L2"	chrX	-	102933426	102933579	102930427	102931979	102940098	102940188	19996	0,1,0,0,0,0,0,0,13,0,0,0,0	0,57,0,0,0,42,0,1,0,7,0,0,0	6,40,0,0,0,9,0,1,0,0	0,0,0,0,0,56,1,49,0,0	303	150	1	1.0	NA,0.009,NA,NA,NA,0.0,NA,0.0,1.0,0.0,NA,NA,NA	1.0,1.0,NA,NA,NA,0.074,0.0,0.01,NA,NA	-0.215
20003	"ENSG00000164124.10_2"	"TMEM144"	chr4	+	159133212	159133372	159132604	159132726	159133759	159133850	20003	0,0,0,0,0,0,0,0,0,0,235,0,0	0,93,0,39,0,2,0,0,0,0,187,1,0	0,0,0,0,0,0,0,0,0,0	0,4,0,0,233,171,343,12,0,29	310	150	1	1.0	NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,0.378,0.0,NA	NA,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,0.0	0.076
20004	"ENSG00000164124.10_2"	"TMEM144"	chr4	+	159156589	159156657	159154052	159154134	159158676	159158795	20004	0,0,0,0,0,0,88,0,62,6,165,109,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,10,0,0,0,18,526,1,0,0	0,0,0,0,0,0,0,0,0,117	218	150	1	1.0	NA,NA,NA,NA,NA,NA,1.0,NA,1.0,1.0,1.0,1.0,NA	NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,0.0	0.2
20046	"ENSG00000065809.13_2"	"FAM107B"	chr10	-	14595320	14595386	14572330	14572514	14613761	14614154	20046	0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,65,0,0,0,0	0,0,0,0,0,2,1,0,0,0	216	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.958,0.0,NA,NA,NA	0.521
20054	"ENSG00000114023.15_1"	"FAM162A"	chr3	+	122123104	122123210	122121606	122121729	122126127	122126236	20054	0,186,0,0,0,0,0,0,0,0,0,140,0	0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,157,67,21,0,0	0,0,0,0,0,0,0,0,0,0	256	150	1	1.0	NA,0.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA	-0.004
20069	"ENSG00000183780.12_2"	"SLC35F3"	chr1	+	234367162	234367487	234041274	234041504	234444846	234445066	20069	0,0,0,0,0,0,0,0,13,0,401,0,0	0,72,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,53,0,0,320,0	0,0,0,0,0,0,0,0,0,0	475	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.333
20070	"ENSG00000183780.12_2"	"SLC35F3"	chr1	+	234444846	234445066	234367162	234367487	234452347	234452473	20070	0,0,0,0,0,0,0,1,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,307,0	370	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1.0
20097	"ENSG00000151687.14_2"	"ANKAR"	chr2	+	190559706	190559887	190554252	190554690	190560875	190561095	20097	0,0,0,0,0,0,0,0,0,0,0,0,0	0,55,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,154,0,8,0	0,0,0,0,0,0,0,0,0,0	331	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	-1.0
20100	"ENSG00000151687.14_2"	"ANKAR"	chr2	+	190593385	190593547	190592992	190593146	190602408	190602567	20100	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0	0,0,0,0,0,0,0,6,0,0	0,0,0,0,0,0,0,0,0,0	312	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	-1.0
20147	"ENSG00000121931.15_1"	"LRIF1"	chr1	-	111493909	111495437	111492472	111492745	111506242	111506701	20147	0,87,0,0,0,0,0,0,36,0,0,1,0	0,44,0,0,0,0,0,14,0,4,0,0,0	0,0,0,524,0,30,31,10,0,0	0,0,0,0,0,0,49,6,0,0	1678	150	1	1.0	NA,0.15,NA,NA,NA,NA,NA,0.0,1.0,0.0,NA,1.0,NA	NA,NA,NA,1.0,NA,1.0,0.054,0.13,NA,NA	-0.116
20153	"ENSG00000108528.13_1"	"SLC25A11"	chr17	-	4842354	4842507	4842063	4842270	4843110	4843546	20153	20,159,0,0,157,0,0,0,0,0,146,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,6,46,0,6,0	0,0,0,0,0,0,0,30,0,0	303	150	1	1.0	1.0,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,1.0,0.0,1.0,NA	0.25
20177	"ENSG00000000460.16_2"	"C1orf112"	chr1	+	169796851	169796981	169796191	169796340	169798403	169798590	20177	0,0,0,0,0,0,0,0,11,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	27,0,0,0,0,0,0,0,0,0	280	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0
20194	"ENSG00000114796.15_1"	"KLHL24"	chr3	+	183361267	183361330	183353355	183353581	183368083	183368378	20194	0,0,0,0,9,0,0,0,0,0,6,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,17,0,0,0	0,0,0,0,0,0,0,29,0,0	213	150	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,1.0,0.0,NA,NA	0.5
20206	"ENSG00000215386.11_2"	"MIR99AHG"	chr21	+	17909698	17909759	17859809	17859858	17966659	17966774	20206	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,21,0,0	18,374,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	211	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-1.0
20256	"ENSG00000147526.19_2"	"TACC1"	chr8	+	38681507	38681543	38677438	38678153	38682825	38682886	20256	0,70,0,0,0,0,0,0,0,0,0,0,0	0,23,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0	414,0,0,0,0,0,36,0,0,0	186	150	1	1.0	NA,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,NA,NA,NA,NA,NA,0.0,1.0,NA,NA	0.378
20290	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139918289	139918292	139917392	139917504	139918594	139918688	20290	0,86,0,0,0,15,2,0,36,7,0,424,2043	0,143,0,1,0,84,0,0,0,0,0,0,1	0,0,0,0,0,229,379,0,0,131	0,0,0,1,0,184,0,0,227,0	153	150	1	1.0	NA,0.371,NA,0.0,NA,0.149,1.0,NA,1.0,1.0,NA,1.0,1.0	NA,NA,NA,0.0,NA,0.55,1.0,NA,0.0,1.0	0.18
20292	"ENSG00000196504.15_2"	"PRPF40A"	chr2	-	153535569	153535623	153533964	153533989	153535865	153535986	20292	0,0,0,0,0,0,0,0,0,0,20,0,0	104,0,1,0,0,0,1,0,0,0,358,0,0	0,0,0,0,11,45,0,0,0,0	0,0,0,0,0,0,0,0,0,0	204	150	1	1.0	0.0,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,0.039,NA,NA	NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA	-0.99
20293	"ENSG00000196504.15_2"	"PRPF40A"	chr2	-	153549671	153549990	153549551	153549582	153551055	153551136	20293	0,18,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,0,191,10,0,0	0,0,0,0,0,0,180,0,0,0	469	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,NA,NA,0.253,1.0,NA,NA	-0.127
20304	"ENSG00000080823.21_1"	"MOK"	chr14	-	102717780	102717947	102717148	102717324	102718092	102718141	20304	0,0,0,0,0,0,0,0,2,0,0,0,0	0,101,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,45,0,0,0	0,0,0,0,0,20,0,0,0,0	317	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	0.0
20318	"ENSG00000101247.17_2"	"NDUFAF5"	chr20	+	13775483	13775587	13773805	13773873	13779106	13779146	20318	0,47,0,0,0,0,0,0,4,0,0,316,0	0,0,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,111,0,0,0	0,0,0,0,0,0,0,0,0,0	254	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.371,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.21
20322	"ENSG00000101247.17_2"	"NDUFAF5"	chr20	+	13795063	13795161	13789487	13789548	13797108	13797192	20322	0,1,0,0,0,0,0,0,0,0,0,0,0	0,15,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,1,0,1,0,0	0,0,0,0,0,0,0,0,0,0	248	150	1	1.0	NA,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	-0.981
20348	"ENSG00000009413.15_2"	"REV3L"	chr6	-	111634554	111634692	111632271	111632462	111636469	111636584	20348	0,0,0,0,0,153,0,0,0,0,0,0,0	0,37,0,0,0,0,0,0,0,0,0,0,0	2,1,0,0,0,1,57,0,216,1	0,0,0,0,0,0,0,0,0,0	288	150	1	1.0	NA,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0	-0.5
20351	"ENSG00000009413.15_2"	"REV3L"	chr6	-	111793215	111793343	111737485	111737675	111803952	111804122	20351	0,9,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,36,176,0	0,0,0,0,0,0,0,0,0,0	140,1,0,0,0,0,0,23,5,123	278	150	1	1.0	NA,0.829,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	0.0,0.0,NA,NA,NA,NA,NA,0.0,0.0,0.0	0.276
20358	"ENSG00000116871.15_2"	"MAP7D1"	chr1	+	36640498	36640609	36638964	36639079	36641799	36641922	20358	0,193,0,0,0,4,0,1,14,1,782,0,134	0,0,0,0,0,0,0,0,1,0,0,0,0	2,0,0,0,2,17,24,75,3,51	0,0,0,0,0,0,0,0,0,0	261	150	1	1.0	NA,1.0,NA,NA,NA,1.0,NA,1.0,0.889,1.0,1.0,NA,1.0	1.0,NA,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0	-0.016
20367	"ENSG00000128596.16_1"	"CCDC136"	chr7	+	128434747	128434822	128434401	128434656	128441239	128441304	20367	0,63,0,0,0,0,0,0,16,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,17,0,0	225	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1.0
20379	"ENSG00000091073.19_1"	"DTX2"	chr7	+	76106259	76106495	76091013	76091153	76109737	76109764	20379	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,7,0,0,0,0	0,0,0,0,0,0,0,3,0,0	0,0,0,0,0,0,0,0,0,0	386	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	-1.0
20413	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101297352	101297431	101295370	101296086	101297757	101297871	20413	0,0,0,0,0,0,0,1,0,0,0,0,0	288,1829,1,1363,1,509,1,1100,76,179,1234,2,365	1,0,0,0,0,0,0,0,0,0	578,1004,0,1,3,693,269,342,919,55	229	150	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0	0.001,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0	-0.0
20414	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101297757	101297871	101295370	101296086	101298848	101298978	20414	243,1661,1,1362,1,478,1,882,76,10,971,2,365	0,0,0,0,0,64,0,0,0,0,0,0,0	290,744,0,1,4,572,268,341,903,29	0,0,0,0,0,0,0,0,0,0	264	150	1	1.0	1.0,1.0,1.0,1.0,1.0,0.809,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.015
20419	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101298848	101298978	101296941	101297871	101300968	101301088	20419	2,7,0,0,0,0,0,0,0,0,0,0,0	1,271,0,2,0,86,0,365,16,0,27,1,0	0,1,0,0,1,0,0,0,314,0	499,0,0,0,0,21,0,0,472,3	280	150	1	1.0	0.517,0.014,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,0.0,NA	0.0,1.0,NA,NA,1.0,0.0,NA,NA,0.263,0.0	-0.311
20420	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101298848	101298978	101296941	101297871	101302503	101302637	20420	2,7,0,0,0,0,0,0,0,0,0,0,0	82,935,38,1060,1,824,0,304,20,170,830,10,5	0,0,0,0,0,0,0,0,314,0	674,725,0,0,6,577,1030,354,1332,44	280	150	1	1.0	0.013,0.004,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.112,0.0	-0.013
20423	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101300968	101301088	101297817	101297871	101302503	101302637	20423	2,335,255,2,0,172,0,365,16,0,14,1,0	82,935,38,1060,1,824,0,304,20,170,830,10,5	499,0,0,1,0,21,1,0,759,3	674,725,0,0,6,577,1030,354,1332,44	270	150	1	1.0	0.013,0.166,0.788,0.001,0.0,0.104,NA,0.4,0.308,0.0,0.009,0.053,0.0	0.291,0.0,NA,1.0,0.0,0.02,0.001,0.0,0.24,0.036	-0.023
20426	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101302072	101302216	101297757	101297871	101302503	101302637	20426	0,0,0,0,0,0,0,1,2,0,0,0,0	82,935,38,1060,1,824,0,304,20,170,830,10,5	0,0,0,0,0,0,0,0,0,0	674,725,0,0,6,577,1030,354,1332,44	294	150	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0,NA,0.002,0.049,0.0,0.0,0.0,0.0	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.004
20427	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101302072	101302216	101300968	101301088	101302503	101302637	20427	0,28,0,0,0,0,0,1,2,0,0,0,0	1,64,255,0,0,86,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,1,0,287,0	294	150	1	1.0	0.0,0.182,0.0,NA,NA,0.0,NA,1.0,1.0,NA,NA,NA,NA	NA,NA,NA,0.0,NA,NA,0.0,NA,0.0,NA	0.364
20428	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101302075	101302216	101295370	101297871	101302503	101302637	20428	0,0,0,0,0,0,0,1,2,0,0,0,0	82,935,38,1060,1,824,0,304,20,170,830,10,5	0,0,0,0,0,0,0,0,0,0	674,725,0,0,6,577,1030,354,1332,44	291	150	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0,NA,0.002,0.049,0.0,0.0,0.0,0.0	0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.004
20429	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101302075	101302216	101300968	101301088	101302503	101302637	20429	0,0,0,0,0,0,0,1,2,0,0,0,0	1,64,255,0,0,86,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0	0,0,0,1,0,0,1,0,287,0	291	150	1	1.0	0.0,0.0,0.0,NA,NA,0.0,NA,1.0,1.0,NA,NA,NA,NA	NA,NA,NA,0.0,NA,1.0,0.0,NA,0.0,NA	0.083
20434	"ENSG00000135298.13_1"	"ADGRB3"	chr6	+	69347282	69347454	69345258	69345892	69348552	69349324	20434	3,273,26,0,0,0,2,451,0,0,449,3,0	0,52,0,0,0,0,0,0,20,0,0,0,0	0,0,0,0,0,160,0,0,73,0	0,0,0,0,0,0,22,0,0,0	322	150	1	1.0	1.0,0.71,1.0,NA,NA,NA,1.0,1.0,0.0,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,0.0,NA,1.0,NA	0.172
20440	"ENSG00000135241.16_2"	"PNPLA8"	chr7	-	108161919	108161965	108154879	108156018	108166472	108166638	20440	0,79,56,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,34,0,0,0,0,0,0,0	0,13,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	196	150	1	1.0	NA,1.0,1.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-0.333
20458	"ENSG00000272752.6_2"	"STAG3L5P-PVRIG2P-PILRB"	chr7	+	99950832	99950893	99950619	99950746	99952765	99952863	20458	0,194,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,13,0	0,0,0,0,0,0,0,0,418,0	211	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.022,NA	0.978
20459	"ENSG00000272752.6_2"	"STAG3L5P-PVRIG2P-PILRB"	chr7	+	99950995	99951106	99950832	99950893	99952765	99952863	20459	62,24,0,0,0,0,0,0,0,0,0,0,0	0,94,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,13,0	261	150	1	1.0	1.0,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	0.564
20460	"ENSG00000272752.6_2"	"STAG3L5P-PVRIG2P-PILRB"	chr7	+	99950995	99951635	99950832	99950893	99952765	99952863	20460	67,24,91,2,0,0,0,0,0,0,0,0,2	0,94,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,14,83,49,0,208,0	0,0,0,0,0,0,0,0,13,0	790	150	1	1.0	1.0,0.046,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0	NA,NA,NA,NA,1.0,1.0,1.0,NA,0.752,NA	-0.129
20465	"ENSG00000119231.10_2"	"SENP5"	chr3	+	196654666	196654750	196650284	196650422	196656503	196656554	20465	14,211,0,41,0,0,0,0,16,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,247,0,0,0	234	150	1	1.0	1.0,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1.0
20483	"ENSG00000171055.14_1"	"FEZ2"	chr2	-	36787927	36788008	36785580	36785656	36805739	36806008	20483	0,0,0,0,0,0,0,2,0,0,0,0,0	0,33,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,7,0,0,0,0	0,0,0,0,0,41,0,57,0,0	231	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.1,NA,0.0,NA,NA	0.45
20487	"ENSG00000198399.14_2"	"ITSN2"	chr2	-	24507631	24507712	24498581	24498718	24509080	24509220	20487	0,64,0,0,0,0,0,425,0,0,0,295,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,35,0,0,0	231	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	1.0
20492	"ENSG00000075413.17_2"	"MARK3"	chr14	+	103915255	103915304	103894723	103894777	103918254	103918320	20492	0,11,0,0,0,1,1,0,14,90,1,0,0	0,0,0,0,0,0,0,0,21,0,0,0,0	494,0,0,0,0,116,149,0,79,0	0,0,0,0,0,0,0,0,0,0	199	150	1	1.0	NA,1.0,NA,NA,NA,1.0,1.0,NA,0.334,1.0,1.0,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.111
20493	"ENSG00000075413.17_2"	"MARK3"	chr14	+	103923478	103923549	103918254	103918320	103928741	103928798	20493	0,0,1,0,0,1,0,11,40,0,2,0,0	0,11,0,0,0,0,0,0,0,0,0,0,0	494,0,0,0,0,139,63,40,36,0	0,0,0,0,0,0,0,0,0,0	221	150	1	1.0	NA,0.0,1.0,NA,NA,1.0,NA,1.0,1.0,NA,1.0,NA,NA	1.0,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA	-0.167
20496	"ENSG00000075413.17_2"	"MARK3"	chr14	+	103957288	103957444	103946723	103946827	103958113	103958371	20496	0,0,0,39,0,0,0,0,0,315,1,0,0	0,4,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,3,0	0,0,0,0,0,29,0,0,0,0	306	150	1	1.0	NA,0.0,NA,1.0,NA,NA,NA,NA,0.0,1.0,1.0,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA	0.1
20498	"ENSG00000075413.17_2"	"MARK3"	chr14	+	103964838	103964865	103957875	103958371	103966492	103966537	20498	0,0,0,0,0,22,0,0,6,0,94,0,0	0,0,0,0,0,128,0,18,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	237,0,0,0,0,0,0,0,0,0	177	150	1	1.0	NA,NA,NA,NA,NA,0.127,NA,0.0,1.0,NA,1.0,NA,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.532
20502	"ENSG00000157827.19_2"	"FMNL2"	chr2	+	153479050	153479071	153476091	153476232	153481951	153482076	20502	0,31,0,0,0,13,0,0,2,0,0,0,0	0,0,0,746,228,5,0,0,0,0,238,710,0	0,0,0,0,0,0,0,0,0,0	0,168,0,198,5,0,274,0,0,168	171	150	1	1.0	NA,1.0,NA,0.0,0.0,0.695,NA,NA,1.0,NA,0.0,0.0,NA	NA,0.0,NA,0.0,0.0,NA,0.0,NA,NA,0.0	0.385
20503	"ENSG00000157827.19_2"	"FMNL2"	chr2	+	153486169	153486238	153484812	153485047	153486338	153486419	20503	0,62,0,111,34,14,0,0,0,0,183,0,0	0,0,0,0,0,263,0,0,0,0,0,0,0	141,44,0,0,0,30,111,0,1,258	0,0,0,0,0,0,0,0,0,0	219	150	1	1.0	NA,1.0,NA,1.0,1.0,0.035,NA,NA,NA,NA,1.0,NA,NA	1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0	-0.193
20504	"ENSG00000157827.19_2"	"FMNL2"	chr2	+	153499932	153500058	153497304	153497428	153504309	153506337	20504	22,46,1,228,0,1,0,2,10,1,0,1,0	0,1,0,0,0,0,0,178,0,33,1,404,0	1,20,0,2,0,0,0,0,0,1	0,0,0,0,16,94,1106,0,0,375	276	150	1	1.0	1.0,0.962,1.0,1.0,NA,1.0,NA,0.006,1.0,0.016,0.0,0.001,NA	1.0,1.0,NA,1.0,0.0,0.0,0.0,NA,NA,0.001	0.17
20506	"ENSG00000196535.15_2"	"MYO18A"	chr17	-	27406744	27408018	27401765	27401932	27409333	27409456	20506	57,73,0,63,0,0,0,21,0,0,260,2,0	0,83,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,86,0,0,3,0	0,0,0,0,0,0,0,0,143,0	1424	150	1	1.0	1.0,0.085,NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,1.0,NA	NA,NA,NA,NA,NA,1.0,NA,NA,0.002,NA	0.347
20507	"ENSG00000196535.15_2"	"MYO18A"	chr17	-	27412621	27412666	27409333	27409456	27413455	27413595	20507	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,218,0,0,0,0,0,0,0,0,0	0,65,0,0,0,0,69,0,0,0	0,0,0,0,0,0,0,0,0,0	195	150	1	1.0	NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA	-1.0
20511	"ENSG00000196535.15_2"	"MYO18A"	chr17	-	27451670	27451706	27449183	27449271	27492959	27494039	20511	0,0,0,0,0,56,0,0,0,0,0,0,0	0,0,0,0,0,7,0,0,0,0,0,0,0	0,0,0,0,0,24,0,0,0,0	0,0,0,0,0,0,0,0,145,0	186	150	1	1.0	NA,NA,NA,NA,NA,0.866,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,NA,0.0,NA	0.366
20538	"ENSG00000159459.11_2"	"UBR1"	chr15	-	43350538	43350627	43348541	43348640	43351282	43351390	20538	0,4,0,0,0,0,0,0,0,0,21,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,40,0,0	239	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	1.0
20555	"ENSG00000155229.20_1"	"MMS19"	chr10	-	99221252	99221379	99220663	99220764	99221584	99221653	20555	1,188,0,0,0,0,0,1,32,201,0,314,1	0,0,0,0,0,0,0,0,0,0,0,0,0	0,47,0,0,0,92,1,0,0,0	0,204,0,0,0,0,0,0,0,0	277	150	1	1.0	1.0,1.0,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA,1.0,1.0	NA,0.111,NA,NA,NA,1.0,1.0,NA,NA,NA	0.296
