cluster	status	loglr	df	p	p.adjust	genes
chr3:clu_35259_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPS25
chr3:clu_35260_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NR2C2
chr3:clu_35261_NA	Success	3.58597800253995	1	0.00740519895835882	0.0841584112611174	NR2C2
chr3:clu_35262_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPS25
chr3:clu_35263_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPS25
chr3:clu_35264_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZFYVE20
chr3:clu_35265_NA	Success	-0.000133170442495611	1	1	1	ZFYVE20
chr3:clu_35266_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZFYVE20
chr3:clu_35267_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZFYVE20
chr3:clu_35268_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZFYVE20
chr3:clu_35269_NA	Not enough valid samples	NA	NA	NA	NA	ZFYVE20
chr3:clu_35270_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAPN7
chr3:clu_35271_NA	Success	2.62004236494164	3	0.155037791933582	0.442967302422385	CAPN7
chr3:clu_35272_NA	Success	12.0651864444734	1	9.00290675734039e-07	0.000247224006955059	CAPN7
chr3:clu_35273_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SH3BP5
chr3:clu_35274_NA	Success	0.196793596885755	1	0.5304198216785	0.814178539992204	SH3BP5
chr3:clu_35275_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35276_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SH3BP5
chr3:clu_35277_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SH3BP5
chr3:clu_35278_NA	Success	0.814864901177202	2	0.442699131453042	0.744244643051494	METTL6
chr3:clu_35279_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	METTL6
chr3:clu_35280_NA	Success	2.01391604653401	2	0.133464994830318	0.409696961937328	EAF1
chr3:clu_35281_NA	Success	0.126456605125838	1	0.615031225525115	0.871189746939144	EAF1
chr3:clu_35282_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COLQ
chr3:clu_35283_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	COLQ
chr3:clu_35284_NA	Success	0.520543819845784	1	0.307568650563687	0.624069727345069	HACL1,COLQ
chr3:clu_35285_NA	Success	0.577606202296664	1	0.282460663072482	0.599853649298368	HACL1
chr3:clu_35286_NA	Success	0.62298262643435	9	0.998629378797591	1	HACL1
chr3:clu_35287_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35288_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BTD
chr3:clu_35289_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BTD
chr3:clu_35290_NA	Success	12.6788355290126	1	4.76254684124717e-07	0.000170412585155899	ANKRD28
chr3:clu_35291_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD28
chr3:clu_35292_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKRD28
chr3:clu_35293_NA	Success	4.14604396857567	1	0.00398181802801307	0.0589761665852364	ANKRD28
chr3:clu_35294_NA	Success	0.199163664866774	1	0.527954360084364	0.812686159995797	ANKRD28
chr3:clu_35295_NA	Success	2.04106731824913	2	0.129890002898341	0.404213108888969	ANKRD28
chr3:clu_35296_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr3:clu_35297_NA	Success	0.423181743982525	2	0.654959587330412	0.894490262225018	ANKRD28
chr3:clu_35298_NA	Not enough valid samples	NA	NA	NA	NA	NA
chr3:clu_35299_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35300_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35301_NA	Success	-0.0837237196557226	2	1	1	DPH3
chr3:clu_35302_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OXNAD1
chr3:clu_35303_NA	Success	0.727866070615676	2	0.482938447849157	0.776739505198885	OXNAD1
chr3:clu_35304_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OXNAD1
chr3:clu_35305_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RFTN1
chr3:clu_35306_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RFTN1
chr3:clu_35307_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RFTN1
chr3:clu_35308_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RFTN1
chr3:clu_35309_NA	Success	0.0454033238522982	1	0.763154163980836	0.958141878605604	RFTN1
chr3:clu_35310_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLCL2
chr3:clu_35311_NA	Success	0.0438065296450532	2	0.957139117605788	1	TBC1D5
chr3:clu_35312_NA	Success	2.3632292884015	1	0.0297019818353015	0.183073487193903	TBC1D5
chr3:clu_35313_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBC1D5
chr3:clu_35314_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBC1D5
chr3:clu_35315_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBC1D5
chr3:clu_35316_NA	Success	20.2742620974223	5	1.15744366579013e-07	7.84349160000053e-05	TBC1D5
chr3:clu_35317_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SATB1
chr3:clu_35318_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SATB1
chr3:clu_35319_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SATB1
chr3:clu_35320_NA	Success	0.0663086887905138	2	0.935841935784148	1	SATB1,TBC1D5
chr3:clu_35321_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AC144521.1
chr3:clu_35322_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AC144521.1
chr3:clu_35323_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KCNH8
chr3:clu_35324_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KCNH8
chr3:clu_35325_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KCNH8
chr3:clu_35326_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EFHB
chr3:clu_35327_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAB5A
chr3:clu_35328_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAB5A
chr3:clu_35329_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAB5A
chr3:clu_35330_NA	Success	2.58744916713449	1	0.0229155124640092	0.159449835695357	KAT2B
chr3:clu_35331_NA	Success	0.281061828463635	1	0.453405852240274	0.751978448753738	KAT2B
chr3:clu_35332_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KAT2B
chr3:clu_35333_NA	Success	0.377750224000977	1	0.384740324494508	0.696140630038485	KAT2B
chr3:clu_35334_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF385D
chr3:clu_35335_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF385D
chr3:clu_35336_NA	Success	4.01044084732257	2	0.0181254029398826	0.139248378603861	ZNF385D
chr3:clu_35337_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF385D
chr3:clu_35338_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF385D
chr3:clu_35339_NA	Not enough valid samples	NA	NA	NA	NA	UBE2E2
chr3:clu_35340_NA	Success	0.347031223770045	1	0.404786019403988	0.713236155902874	UBE2E2
chr3:clu_35341_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE2E2
chr3:clu_35342_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE2E1
chr3:clu_35343_NA	Success	0.238597894485622	2	0.787731569905628	0.971301187439134	NKIRAS1
chr3:clu_35344_NA	Success	0.227467103033746	1	0.500001044535459	0.791104426353302	RPL15
chr3:clu_35345_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPL15
chr3:clu_35346_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NR1D2
chr3:clu_35347_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	THRB
chr3:clu_35348_NA	Success	-0.716548385630631	8	1	1	THRB
chr3:clu_35349_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AC133680.1
chr3:clu_35350_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AC133680.1
chr3:clu_35351_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RARB
chr3:clu_35352_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RARB
chr3:clu_35353_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TOP2B
chr3:clu_35354_NA	Success	0.00692441090177454	1	0.906320408351157	1	TOP2B
chr3:clu_35355_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TOP2B
chr3:clu_35356_NA	Success	0.0846825160082005	1	0.680676741362057	0.910027050855154	TOP2B
chr3:clu_35357_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TOP2B
chr3:clu_35358_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TOP2B
chr3:clu_35359_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TOP2B
chr3:clu_35360_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TOP2B
chr3:clu_35361_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TOP2B
chr3:clu_35362_NA	Success	2.11765945858753	1	0.0395911848398222	0.21238110317838	TOP2B
chr3:clu_35363_NA	Not enough valid samples	NA	NA	NA	NA	NGLY1
chr3:clu_35364_NA	Success	0.0137072253234294	1	0.868492920041084	1	NGLY1
chr3:clu_35365_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NGLY1
chr3:clu_35366_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NGLY1
chr3:clu_35367_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC3B
chr3:clu_35368_NA	Success	0.0696914112545528	1	0.708895342650769	0.926680656752941	NEK10
chr3:clu_35369_NA	Success	8.85148148231198	2	0.000143169476038855	0.00768429624121272	NEK10
chr3:clu_35370_NA	Success	3.76508412986914	2	0.0231656632291054	0.160251391684955	NEK10
chr3:clu_35371_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NEK10
chr3:clu_35372_NA	Success	0.785170952661701	1	0.210157367720473	0.518210825657382	NEK10
chr3:clu_35373_NA	Success	1.55554646608476	2	0.211074006333386	0.51942741114702	NEK10
chr3:clu_35374_NA	Success	4.05048703069633	3	0.0439703256009527	0.226763409440211	NEK10,SLC4A7
chr3:clu_35375_NA	Success	4.58150297718157	2	0.0102394949980703	0.101432849779542	SLC4A7
chr3:clu_35376_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC4A7
chr3:clu_35377_NA	Success	1.13936752654536	2	0.32002136283881	0.636327698258944	SLC4A7
chr3:clu_35378_NA	Success	1.74570266900832	1	0.0616881961414627	0.27713132195047	SLC4A7
chr3:clu_35379_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC4A7
chr3:clu_35380_NA	Success	5.54040181214566	2	0.00392494942906405	0.0586655732384662	SLC4A7
chr3:clu_35381_NA	Success	-0.849242535204496	2	1	1	CMC1
chr3:clu_35382_NA	Success	0.390930849748827	1	0.376572370009734	0.688962898214276	CMC1
chr3:clu_35383_NA	Success	0.764851675510883	1	0.216156971920592	0.526047305119199	AZI2
chr3:clu_35384_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AZI2
chr3:clu_35385_NA	Success	0.320087630513385	1	0.423647339742718	0.729728666381508	ZCWPW2
chr3:clu_35386_NA	Not enough valid samples	NA	NA	NA	NA	ZCWPW2
chr3:clu_35387_NA	Not enough valid samples	NA	NA	NA	NA	LINC00693
chr3:clu_35388_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35389_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBMS3
chr3:clu_35390_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBMS3
chr3:clu_35391_NA	Not enough valid samples	NA	NA	NA	NA	RBMS3
chr3:clu_35392_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STT3B
chr3:clu_35393_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STT3B
chr3:clu_35394_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OSBPL10
chr3:clu_35395_NA	Success	0.198379124602582	1	0.528768198745801	0.813298800415581	OSBPL10
chr3:clu_35396_NA	Success	0.0649928814904683	2	0.937074133924815	1	OSBPL10
chr3:clu_35397_NA	Success	0.326091094674553	1	0.419333568749412	0.726295039333574	GPD1L
chr3:clu_35398_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GPD1L
chr3:clu_35399_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GPD1L
chr3:clu_35400_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CMTM8
chr3:clu_35401_NA	Not enough valid samples	NA	NA	NA	NA	CMTM6
chr3:clu_35402_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CMTM6
chr3:clu_35403_NA	Success	2.16078484889567	1	0.0376321927469487	0.207161928931676	DYNC1LI1
chr3:clu_35404_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DYNC1LI1
chr3:clu_35405_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNOT10
chr3:clu_35406_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNOT10
chr3:clu_35407_NA	Success	0.920886612891167	1	0.174743256487577	0.469987758109467	CNOT10
chr3:clu_35408_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNOT10
chr3:clu_35409_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNOT10
chr3:clu_35410_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRIM71
chr3:clu_35411_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35412_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GLB1
chr3:clu_35413_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GLB1
chr3:clu_35414_NA	Success	0.0630300492205862	1	0.7225525598852	0.934369415104386	GLB1
chr3:clu_35415_NA	Success	3.44975617321199	1	0.00862192644224316	0.0911438741539904	GLB1
chr3:clu_35416_NA	Success	-2.98011232906725	3	1	1	GLB1,TMPPE
chr3:clu_35417_NA	Success	2.33648378537373	1	0.0306409387042204	0.186244287432735	CRTAP
chr3:clu_35418_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUSD5
chr3:clu_35419_NA	Success	0.74078072035627	3	0.686532431914035	0.91395099376191	FBXL2
chr3:clu_35420_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXL2
chr3:clu_35421_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXL2
chr3:clu_35422_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXL2
chr3:clu_35423_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBP1
chr3:clu_35424_NA	Success	0.527890651959751	2	0.589847852793323	0.854640145622467	UBP1
chr3:clu_35425_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBP1
chr3:clu_35426_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBP1
chr3:clu_35427_NA	Success	0.259365905286359	1	0.471383157375656	0.766654591245091	CLASP2
chr3:clu_35428_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLASP2
chr3:clu_35429_NA	Success	6.18396983613928	1	0.000436769323429952	0.0158688374494181	CLASP2
chr3:clu_35430_NA	Success	7.51713225499407	2	0.00054368949517501	0.0183950875616806	CLASP2
chr3:clu_35431_NA	Success	-0.0542452309573491	2	1	1	CLASP2
chr3:clu_35432_NA	Success	2.86126616037836	3	0.125918249429487	0.39840626218901	CLASP2
chr3:clu_35433_NA	Success	6.8067951268813	4	0.00863613095736923	0.0912123741901752	CLASP2
chr3:clu_35434_NA	Success	1.85324991046946	1	0.0542009390562977	0.258078196570594	CLASP2
chr3:clu_35435_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLASP2
chr3:clu_35436_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLASP2
chr3:clu_35437_NA	Success	0.302747530298802	1	0.436489059045462	0.73921420922486	CLASP2
chr3:clu_35438_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLASP2
chr3:clu_35439_NA	Success	0.197094409217698	2	0.821113109006948	0.988147532730742	CLASP2
chr3:clu_35440_NA	Success	0.281957934717866	2	0.754305413935784	0.953444112851564	CLASP2
chr3:clu_35441_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PDCD6IP
chr3:clu_35442_NA	Success	0.948361781544463	1	0.168445515508514	0.461348683707194	PDCD6IP
chr3:clu_35443_NA	Success	0.0280763141741147	1	0.81268358753685	0.983818720692549	PDCD6IP
chr3:clu_35444_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PDCD6IP
chr3:clu_35445_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC018359.1
chr3:clu_35446_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35447_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35448_NA	Success	7.26981131100274	6	0.0241560863024562	0.163736213382666	ARPP21
chr3:clu_35449_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35450_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARPP21
chr3:clu_35451_NA	Success	2.41947953609633	3	0.183976358603598	0.484270096139208	ARPP21
chr3:clu_35452_NA	Success	3.05384128404103	3	0.106487161488497	0.368231556952519	ARPP21
chr3:clu_35453_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35454_NA	Success	1.94390754616688	3	0.273835665898593	0.589874432316832	ARPP21
chr3:clu_35455_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARPP21
chr3:clu_35456_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARPP21
chr3:clu_35457_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35458_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr3:clu_35459_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRANK1
chr3:clu_35460_NA	Success	0.114735676696	1	0.631916089290482	0.88245129866817	TRANK1
chr3:clu_35461_NA	Success	2.07622943494641	2	0.125402158884531	0.397623171887364	TRANK1
chr3:clu_35462_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRANK1
chr3:clu_35463_NA	Success	0.0422233716158189	1	0.771359387857493	0.962507835973928	TRANK1
chr3:clu_35464_NA	Success	0.0113237106902488	1	0.880377564583033	1	TRANK1
chr3:clu_35465_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRANK1
chr3:clu_35466_NA	Success	-0.601734997435813	1	1	1	TRANK1
chr3:clu_35467_NA	Not enough valid samples	NA	NA	NA	NA	MLH1
chr3:clu_35468_NA	Success	0.236090982383359	1	0.491985071686276	0.784257055761451	MLH1
chr3:clu_35469_NA	Success	-0.0603981135939193	4	1	1	MLH1
chr3:clu_35470_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLH1
chr3:clu_35471_NA	Success	0.515392876696069	2	0.597265896665422	0.860167789709147	LRRFIP2
chr3:clu_35472_NA	Success	-0.157051163460437	3	1	1	LRRFIP2
chr3:clu_35473_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRFIP2
chr3:clu_35474_NA	Success	0.207981777299345	1	0.518958054795053	0.805554977128958	LRRFIP2
chr3:clu_35475_NA	Success	3.31697714851498	4	0.156543441613288	0.445244797319515	GOLGA4
chr3:clu_35476_NA	Success	3.39613608391141	2	0.0335024709251519	0.194301167330154	GOLGA4
chr3:clu_35477_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOLGA4
chr3:clu_35478_NA	Success	0.260762193648588	1	0.470192145197657	0.76579708282675	GOLGA4
chr3:clu_35479_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOLGA4
chr3:clu_35480_NA	Success	0.335999135965722	1	0.412355784875649	0.721027263114417	GOLGA4
chr3:clu_35481_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOLGA4
chr3:clu_35482_NA	Success	0.541961339481986	2	0.581606405359409	0.848462180317378	GOLGA4
chr3:clu_35483_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C3orf35
chr3:clu_35484_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	C3orf35
chr3:clu_35485_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ITGA9
chr3:clu_35486_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35487_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC093415.2
chr3:clu_35488_NA	Success	1.58133306479434	1	0.0753400483082501	0.30665948104572	AC093415.2
chr3:clu_35489_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC093415.2
chr3:clu_35490_NA	Success	1.43082323372812	3	0.413452091608397	0.721910751771804	CTDSPL
chr3:clu_35491_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35492_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	VILL
chr3:clu_35493_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VILL
chr3:clu_35494_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	VILL
chr3:clu_35495_NA	Success	2.62839179821651	1	0.0218613841618538	0.155505556736849	ACAA1
chr3:clu_35496_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACAA1
chr3:clu_35497_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACAA1
chr3:clu_35498_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACAA1
chr3:clu_35499_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACAA1
chr3:clu_35500_NA	Success	2.47074815445205	1	0.0262193293488436	0.172190122887177	OXSR1
chr3:clu_35501_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OXSR1
chr3:clu_35502_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OXSR1
chr3:clu_35503_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC22A14
chr3:clu_35504_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC22A14
chr3:clu_35505_NA	Success	0.101410453231637	1	0.652453462007058	0.893444332526887	XYLB
chr3:clu_35506_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	XYLB
chr3:clu_35507_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	XYLB
chr3:clu_35508_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	XYLB
chr3:clu_35509_NA	Success	9.84552981008108	1	9.10262318025328e-06	0.00122140652855035	EXOG
chr3:clu_35510_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EXOG
chr3:clu_35511_NA	Success	0.00738771864143928	1	0.90325204274657	1	WDR48
chr3:clu_35512_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WDR48
chr3:clu_35513_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WDR48
chr3:clu_35514_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GORASP1
chr3:clu_35515_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GORASP1
chr3:clu_35516_NA	Success	0.864072434748721	1	0.188647988341391	0.490842334385552	GORASP1
chr3:clu_35517_NA	Success	7.79466740452361	2	0.000411925765974084	0.0153439099199432	TTC21A
chr3:clu_35518_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TTC21A
chr3:clu_35519_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CX3CR1
chr3:clu_35520_NA	Success	0.0289947411353637	1	0.809702336671112	0.982556218588848	SLC25A38
chr3:clu_35521_NA	Success	1.88265910639029	1	0.0523259008358949	0.253430778125614	RPSA
chr3:clu_35522_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPSA
chr3:clu_35523_NA	Success	0.456878309654712	6	0.988671340349107	1	MOBP
chr3:clu_35524_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr3:clu_35525_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MOBP
chr3:clu_35526_NA	Success	0.0388846524813999	1	0.780343452672087	0.967865630095675	MYRIP
chr3:clu_35527_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYRIP
chr3:clu_35528_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYRIP
chr3:clu_35529_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr3:clu_35530_NA	Success	0.0713057617099082	1	0.705698484507202	0.925446290222611	MYRIP
chr3:clu_35531_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYRIP
chr3:clu_35532_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENTPD3
chr3:clu_35533_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENTPD3
chr3:clu_35534_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENTPD3-AS1
chr3:clu_35535_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENTPD3
chr3:clu_35536_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENTPD3
chr3:clu_35537_NA	Success	1.5629612558792	2	0.209514724961142	0.517562734799408	RPL14
chr3:clu_35538_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF621
chr3:clu_35539_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CTNNB1
chr3:clu_35540_NA	Success	1.28712862075338	1	0.10861507309301	0.370994151889574	CTNNB1
