cluster	status	loglr	df	p	p.adjust	genes
chr17:clu_692_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPAG5
chr17:clu_693_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA0100
chr17:clu_694_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA0100
chr17:clu_695_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIAA0100
chr17:clu_696_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SDF2
chr17:clu_697_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SUPT6H
chr17:clu_698_NA	Success	14.7574116655049	1	5.54906743398069e-08	3.34404326942521e-06	SUPT6H
chr17:clu_699_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUPT6H
chr17:clu_700_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEZ6
chr17:clu_701_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO18A
chr17:clu_702_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO18A
chr17:clu_703_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO18A
chr17:clu_704_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO18A
chr17:clu_705_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO18A
chr17:clu_706_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO18A
chr17:clu_707_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TAOK1
chr17:clu_708_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TAOK1
chr17:clu_709_NA	Success	0.0306152089475233	1	0.804561678501601	1	TAOK1
chr17:clu_710_NA	Success	0.88245119726696	1	0.184014208136773	0.409914918903901	TAOK1
chr17:clu_711_NA	Success	1.3939204756814	1	0.0949821208391516	0.264609558055544	GIT1
chr17:clu_712_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GIT1
chr17:clu_713_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ANKRD13B
chr17:clu_714_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CORO6
chr17:clu_715_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CORO6
chr17:clu_716_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CORO6
chr17:clu_717_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SSH2
chr17:clu_718_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NSRP1
chr17:clu_719_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CPD
chr17:clu_720_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CPD
chr17:clu_721_NA	Success	10.0649450731117	1	7.23570078537687e-06	0.00011506774165634	SUZ12P
chr17:clu_722_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NF1
chr17:clu_723_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NF1
chr17:clu_724_NA	Success	8.02390714529366e-05	1	0.989892671272523	1	NF1
chr17:clu_725_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NF1
chr17:clu_726_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NF1
chr17:clu_727_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	OMG
chr17:clu_728_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EVI2B,CTD-2370N5.3
chr17:clu_729_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EVI2A
chr17:clu_730_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NF1
chr17:clu_731_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NF1
chr17:clu_732_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UTP6
chr17:clu_733_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SUZ12
chr17:clu_734_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUZ12
chr17:clu_735_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RHOT1
chr17:clu_736_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RHOT1
chr17:clu_737_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RHOT1
chr17:clu_738_NA	Success	2.91885482883436	1	0.0156862325386935	0.0715567181545978	RP11-227G15.3,ZNF207
chr17:clu_739_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr17:clu_740_NA	Success	4.17958373731744	3	0.0391436994955485	0.14646907164184	ZNF207
chr17:clu_741_NA	Success	0.141922668901543	1	0.594191851355877	0.846206056968258	ZNF207
chr17:clu_742_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF207
chr17:clu_743_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF207
chr17:clu_744_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF207
chr17:clu_745_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MYO1D
chr17:clu_746_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO1D
chr17:clu_747_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr17:clu_748_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCT6B
chr17:clu_749_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAD51L3-RFFL,RAD51D
chr17:clu_750_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr17:clu_751_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NLE1
chr17:clu_752_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AP2B1
chr17:clu_753_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AP2B1
chr17:clu_754_NA	Success	27.5332896297796	2	1.10266666408162e-12	6.31276665186726e-10	AP2B1
chr17:clu_755_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AP2B1
chr17:clu_756_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MMP28
chr17:clu_757_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MMP28
chr17:clu_758_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TAF15
chr17:clu_759_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNHIT3
chr17:clu_760_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MYO19
chr17:clu_761_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GGNBP2
chr17:clu_762_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DHRS11
chr17:clu_763_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACACA
chr17:clu_764_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACACA
chr17:clu_765_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACACA
chr17:clu_766_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TADA2A
chr17:clu_767_NA	Not enough valid samples	NA	NA	NA	NA	TADA2A
chr17:clu_768_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TADA2A
chr17:clu_769_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNRG
chr17:clu_770_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNRG
chr17:clu_771_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNRG
chr17:clu_772_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SYNRG
chr17:clu_773_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNRG
chr17:clu_774_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SYNRG
chr17:clu_775_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-1407O15.2
chr17:clu_776_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPL45
chr17:clu_777_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SOCS7
chr17:clu_778_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARHGAP23
chr17:clu_779_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARHGAP23
chr17:clu_780_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARHGAP23
chr17:clu_781_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ARHGAP23
chr17:clu_782_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRCIN1
chr17:clu_783_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRCIN1
chr17:clu_784_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRCIN1
chr17:clu_785_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SRCIN1
chr17:clu_786_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CISD3
chr17:clu_787_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PCGF2
chr17:clu_788_NA	Success	0.0595192798458584	1	0.730079597313278	0.954450718698953	PIP4K2B
chr17:clu_789_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PIP4K2B
chr17:clu_790_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CWC25
chr17:clu_791_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPL23
chr17:clu_792_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPL23
chr17:clu_793_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLXDC1
chr17:clu_794_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLXDC1
chr17:clu_795_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CACNB1
chr17:clu_796_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXL20
chr17:clu_797_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MED1
chr17:clu_798_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDK12
chr17:clu_799_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDK12
chr17:clu_800_NA	Not enough valid samples	NA	NA	NA	NA	PPP1R1B
chr17:clu_801_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STARD3
chr17:clu_802_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	STARD3
chr17:clu_803_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr17:clu_804_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ORMDL3
chr17:clu_805_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSMD3
chr17:clu_806_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MED24
chr17:clu_807_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MED24
chr17:clu_808_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MED24
chr17:clu_809_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MED24
chr17:clu_810_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	THRA
chr17:clu_811_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CASC3
chr17:clu_812_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAPGEFL1
chr17:clu_813_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	WIPF2
chr17:clu_814_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WIPF2
chr17:clu_815_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RARA
chr17:clu_816_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SMARCE1
chr17:clu_817_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KRT222
chr17:clu_818_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HAP1
chr17:clu_819_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NT5C3B
chr17:clu_820_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACLY
chr17:clu_821_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TTC25
chr17:clu_822_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DNAJC7
chr17:clu_823_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DNAJC7
chr17:clu_824_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KAT2A
chr17:clu_825_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KAT2A
chr17:clu_826_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAB5C,CTD-2132N18.3
chr17:clu_827_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GHDC
chr17:clu_828_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STAT5B
chr17:clu_829_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STAT5B
chr17:clu_830_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STAT3
chr17:clu_831_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STAT3
chr17:clu_832_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STAT3
chr17:clu_833_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	STAT3
chr17:clu_834_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP6V0A1
chr17:clu_835_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP6V0A1
chr17:clu_836_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP6V0A1
chr17:clu_837_NA	Success	1.64259049128441	2	0.193478188985941	0.428496182570411	ATP6V0A1
chr17:clu_838_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLX
chr17:clu_839_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM134C
chr17:clu_840_NA	Not enough valid samples	NA	NA	NA	NA	FAM134C
chr17:clu_841_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TUBG2
chr17:clu_842_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNTNAP1
chr17:clu_843_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNTNAP1
chr17:clu_844_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CNTNAP1
chr17:clu_845_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EZH1
chr17:clu_846_NA	Not enough valid samples	NA	NA	NA	NA	EZH1
chr17:clu_847_NA	Success	9.60022686132106	2	6.77133732029535e-05	0.000799297034199812	EZH1
chr17:clu_848_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BECN1
chr17:clu_849_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PSME3
chr17:clu_850_NA	Success	0.322150835105731	1	0.422157379201864	0.695496689476452	RPL27
chr17:clu_851_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPL27
chr17:clu_852_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBR2
chr17:clu_853_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBR1
chr17:clu_854_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NBR1
chr17:clu_855_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DHX8
chr17:clu_856_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DHX8
chr17:clu_857_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DHX8
chr17:clu_858_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MPP2
chr17:clu_859_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LSM12
chr17:clu_860_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDAC5
chr17:clu_861_NA	Success	1.67202126211123	1	0.0674487086193062	0.211585674983851	HDAC5
chr17:clu_862_NA	Success	2.03688841843831	1	0.0435537885916722	0.157315734818501	HDAC5
chr17:clu_863_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HDAC5
chr17:clu_864_NA	Not enough valid samples	NA	NA	NA	NA	ATXN7L3
chr17:clu_865_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATXN7L3
chr17:clu_866_NA	Not enough valid samples	NA	NA	NA	NA	UBTF
chr17:clu_867_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBTF
chr17:clu_868_NA	Success	0.133117863868733	1	0.605868129288034	0.855387186232797	RUNDC3A
chr17:clu_869_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RUNDC3A
chr17:clu_870_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RUNDC3A
chr17:clu_871_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SLC25A39
chr17:clu_872_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM171A2
chr17:clu_873_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GPATCH8
chr17:clu_874_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GPATCH8
chr17:clu_875_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DBF4B
chr17:clu_876_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DBF4B
chr17:clu_877_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DBF4B
chr17:clu_878_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ADAM11
chr17:clu_879_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GFAP
chr17:clu_880_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GFAP
chr17:clu_881_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NMT1
chr17:clu_882_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NMT1
chr17:clu_883_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FMNL1
chr17:clu_884_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARHGAP27
chr17:clu_885_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLEKHM1
chr17:clu_886_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PLEKHM1
chr17:clu_887_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC37A4P
chr17:clu_888_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CRHR1-IT1
chr17:clu_889_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CRHR1-IT1,CRHR1
chr17:clu_890_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CRHR1,RP11-105N13.4
chr17:clu_891_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CRHR1
chr17:clu_892_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CRHR1
chr17:clu_893_NA	Not enough valid samples	NA	NA	NA	NA	MAPT
chr17:clu_894_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAPT
chr17:clu_895_NA	Success	-16.3674600477268	2	1	1	MAPT
chr17:clu_896_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KANSL1
chr17:clu_897_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KANSL1
chr17:clu_898_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	LRRC37A,LRRC37A2
chr17:clu_899_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC37A,LRRC37A2
chr17:clu_900_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LRRC37A,LRRC37A2
chr17:clu_901_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr17:clu_902_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr17:clu_903_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NSFP1,NSF,LRRC37A2
chr17:clu_904_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NSF
chr17:clu_905_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GOSR2
chr17:clu_906_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CDC27
chr17:clu_907_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPL45P2
chr17:clu_908_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NPEPPS
chr17:clu_909_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NPEPPS
chr17:clu_910_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NPEPPS
chr17:clu_911_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPL10
chr17:clu_912_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-6N17.9,CDK5RAP3
chr17:clu_913_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NFE2L1
chr17:clu_914_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CALCOCO2
chr17:clu_915_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF652
chr17:clu_916_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PHB
chr17:clu_917_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPOP
chr17:clu_918_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KAT7
chr17:clu_919_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr17:clu_920_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ITGA3
chr17:clu_921_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ITGA3
chr17:clu_922_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PDK2
chr17:clu_923_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPP1R9B
chr17:clu_924_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RSAD1
chr17:clu_925_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPATA20
chr17:clu_926_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPATA20
chr17:clu_927_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CACNA1G
chr17:clu_928_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CACNA1G
chr17:clu_929_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	LUC7L3
chr17:clu_930_NA	Success	2.06430405898527	3	0.247907473112705	0.501314046719274	LUC7L3
chr17:clu_931_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPAG9
chr17:clu_932_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPAG9
chr17:clu_933_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPAG9
chr17:clu_934_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPAG9
chr17:clu_935_NA	Success	1.5369697665453	1	0.0795564631358736	0.237219141381707	SPAG9
chr17:clu_936_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SPAG9
chr17:clu_937_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MBTD1
chr17:clu_938_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UTP18
chr17:clu_939_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CA10
chr17:clu_940_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	COX11
chr17:clu_941_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MMD
chr17:clu_942_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MMD
chr17:clu_943_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MMD
chr17:clu_944_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANKFN1
chr17:clu_945_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DGKE
chr17:clu_946_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DGKE
chr17:clu_947_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MSI2
chr17:clu_948_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MSI2
chr17:clu_949_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr17:clu_950_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MSI2
chr17:clu_951_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MSI2
chr17:clu_952_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MRPS23,RP11-60A24.3
chr17:clu_953_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP11-159D12.5,RP11-159D12.2
chr17:clu_954_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DYNLL2
chr17:clu_955_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	BZRAP1
chr17:clu_956_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BZRAP1
chr17:clu_957_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BZRAP1
chr17:clu_958_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BZRAP1
chr17:clu_959_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUPT4H1
chr17:clu_960_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MTMR4
chr17:clu_961_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEPT4
chr17:clu_962_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEPT4
chr17:clu_963_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SEPT4
chr17:clu_964_NA	Success	2.72959803026652	1	0.0194656007610622	0.0860544898510278	SEPT4
chr17:clu_965_NA	Not enough valid samples	NA	NA	NA	NA	TRIM37
chr17:clu_966_NA	Success	0.289846237141148	1	0.446432886439867	0.713918512533027	TRIM37
chr17:clu_967_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SKA2
chr17:clu_968_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GDPD1
chr17:clu_969_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CLTC
